date, pm25, o3, no2, so2, co, aqi
2021/6/15, 62, 9, 7, 5, , 
2021/6/16, 62, 9, 6, 4, , 
2021/6/17, 63, 11, 6, 3, , 
2021/6/18, 66, 12, 6, 3, , 
2021/6/19, 62, 10, 6, 3, , 
2021/6/20, 59, 8, 6, , , 
2021/6/21, 61, 10, 6, , , 
2021/6/22, 80, 11, 6, 3, , 
2021/6/23, 124, 9, 6, 3, , 
2021/6/24, 69, 9, 6, 3, , 
2021/6/25, 85, 8, 5, 4, , 
2021/6/26, 85, 9, 5, 3, , 
2021/6/27, 43, 9, 5, 3, , 
2021/6/28, 57, 8, , 3, , 
2021/6/29, 54, 7, , , , 
2021/6/30, 63, 8, 5, 4, , 
2021/7/1, 58, 8, 5, 3, , 
2021/1/5, 187, 4, 12, 3, , 
2021/1/6, 232, 6, 6, 2, , 
2021/1/7, 179, 2, 6, 2, , 
2021/1/8, 160, 4, 3, 1, , 
2021/1/9, 72, 4, 5, 1, , 
2021/1/10, 111, 4, 6, 1, , 
2021/1/11, 128, 6, 6, 2, , 
2021/1/12, 133, 8, 9, 2, , 
2021/1/13, 138, 6, 12, 5, , 
2021/1/14, 173, 9, 14, 6, , 
2021/1/15, 181, 1, 13, 3, , 
2021/1/16, 203, 1, 11, 5, , 
2021/1/17, 222, 4, 5, 2, , 
2021/1/18, 170, 9, 8, 1, , 
2021/1/19, 140, 6, 11, 3, , 
2021/1/20, 168, 3, 12, 3, , 
2021/1/21, 193, 1, 6, 2, , 
2021/1/22, 229, 3, , 2, , 
2021/1/23, 199, 2, , 2, , 
2021/1/24, 206, 5, , 2, , 
2021/1/25, 188, 2, 11, 1, , 
2021/1/26, 151, 3, 8, 1, , 
2021/1/27, 121, 4, 10, 1, , 
2021/1/28, 108, 1, 7, 1, , 
2021/1/29, 116, , 8, 3, , 
2021/1/30, 163, , 16, 2, , 
2021/1/31, 182, 1, 10, 3, , 
2021/2/1, 164, 1, 9, 5, , 
2021/2/2, 120, 2, 11, 4, , 
2021/2/3, 112, 6, 14, 4, , 
2021/2/4, 123, 5, 16, 4, , 
2021/2/5, 121, 4, 16, 4, , 
2021/2/6, 126, 7, 16, 4, , 
2021/2/7, 137, 5, 15, 4, , 
2021/2/8, 141, 7, 11, 4, , 
2021/2/9, 139, 9, 8, 3, , 
2021/2/10, 77, 10, 10, 4, , 
2021/2/11, 134, 14, 9, 4, , 
2021/2/12, 105, 12, 9, 3, , 
2021/2/13, 105, 13, 9, 3, , 
2021/2/14, 96, 11, 11, 4, , 
2021/2/15, 116, 7, 10, 4, , 
2021/2/16, 119, 6, 10, 4, , 
2021/2/17, 120, 6, 9, 4, , 
2021/2/18, 111, 6, 6, 5, , 
2021/2/19, 138, 9, 5, 5, , 
2021/2/20, 161, 13, 4, 5, , 
2021/2/21, 150, 14, 4, 4, , 
2021/2/22, 134, 7, 4, 4, , 
2021/2/23, 114, 6, 3, 3, , 
2021/2/24, 119, 8, , 3, , 
2021/2/25, 96, 4, , 3, , 
2021/2/26, 87, 3, , 3, , 
2021/2/27, 95, 2, , 3, , 
2021/2/28, 109, , , 3, , 
2021/3/1, 130, 2, 2, 3, , 
2021/3/2, 122, 2, 6, 3, , 
2021/3/3, 100, 2, 6, 3, , 
2021/3/4, 153, 2, 6, 3, , 
2021/3/5, 134, 2, 6, 3, , 
2021/3/6, 105, 4, 6, 3, , 
2021/3/7, 117, 5, 6, 3, , 
2021/3/8, 120, 4, 6, 3, , 
2021/3/9, 138, 3, 6, 3, , 
2021/3/10, 78, 4, 6, 3, , 
2021/3/11, 75, 4, 6, 3, , 
2021/3/12, 86, 4, 6, 3, , 
2021/3/13, 101, 3, 7, 3, , 
2021/3/14, 119, 6, 7, 3, , 
2021/3/15, 120, 6, 6, 3, , 
2021/3/16, 95, 4, 6, 3, , 
2021/3/17, 88, 3, 6, 3, , 
2021/3/18, 96, 4, 6, 3, , 
2021/3/19, 96, 3, 6, 3, , 
2021/3/20, 83, 4, 6, 3, , 
2021/3/21, 75, 6, 6, 3, , 
2021/3/22, 73, 7, 6, 4, , 
2021/3/23, 113, 9, 7, 4, , 
2021/3/24, 159, 3, 8, 5, , 
2021/3/25, 168, 4, 7, 3, , 
2021/3/26, 166, 3, 6, 3, , 
2021/3/27, 112, 3, 6, 3, , 
2021/3/28, 75, 2, 6, 3, , 
2021/3/29, 73, 4, 6, 3, , 
2021/3/30, 133, 5, 7, 3, , 
2021/3/31, 130, 5, 6, 3, , 
2021/4/1, 117, 5, 6, 3, , 
2020/10/2, 61, , 7, 2, , 
2020/10/3, 88, , 5, 3, , 
2020/10/4, 86, , 3, 3, , 
2020/10/5, 75, , 3, 2, , 
2020/10/6, 69, , , 2, , 
2020/10/7, 81, , , 3, , 
2020/10/8, 58, , 3, 3, , 
2020/10/9, 72, , 3, 3, , 
2020/10/10, 70, , 3, 3, , 
2020/10/11, 90, , 4, 3, , 
2020/10/12, 96, , 7, 4, , 
2020/10/13, 123, , 7, 3, , 
2020/10/14, 129, , 3, 3, , 
2020/10/15, 67, , 3, 3, , 
2020/10/16, 39, , 3, 3, , 
2020/10/17, 58, , 4, 3, , 
2020/10/18, 59, , 4, 3, , 
2020/10/19, 72, , 5, 3, , 
2020/10/20, 80, , 6, 4, , 
2020/10/21, 90, , 6, 4, , 
2020/10/22, 84, , 9, 4, , 
2020/10/23, 118, , 12, 4, , 
2020/10/24, 136, , 12, 5, , 
2020/10/25, 157, , 8, 4, , 
2020/10/26, 149, , 7, 3, , 
2020/10/27, 129, , 10, 3, , 
2020/10/28, 126, , 6, 3, , 
2020/10/29, 126, , 5, 3, , 
2020/10/30, 95, , 5, , , 
2020/10/31, 61, , 6, 3, , 
2020/11/1, 82, , 10, 4, , 
2020/11/2, 155, , 7, 3, , 
2020/11/3, 118, , 6, 4, , 
2020/11/4, 82, 5, 9, 2, , 
2020/11/5, 135, 5, 15, 1, , 
2020/11/6, 169, 4, 13, 1, , 
2020/11/7, 178, 7, 8, 1, , 
2020/11/8, 116, 9, 8, 1, , 
2020/11/9, 125, 11, 10, 2, , 
2020/11/10, 130, 12, 11, 3, , 
2020/11/11, 139, 10, 13, 3, , 
2020/11/12, 147, 15, 13, 2, , 
2020/11/13, 156, 13, 13, 2, , 
2020/11/14, 149, 12, 10, 2, , 
2020/11/15, 145, 8, 6, , , 
2020/11/16, 100, 1, 5, , , 
2020/11/17, 95, 2, 7, , , 
2020/11/18, 92, 2, 5, , , 
2020/11/19, 74, 1, 6, , , 
2020/11/20, 83, 1, 5, , , 
2020/11/21, 89, 1, 5, , , 
2020/11/22, 76, 1, 6, , , 
2020/11/23, 84, 1, 8, , , 
2020/11/24, 90, 1, 10, , , 
2020/11/25, 116, 3, 12, 1, , 
2020/11/26, 121, 1, 13, , , 
2020/11/27, 107, 7, 11, 1, , 
2020/11/28, 139, 4, 6, 1, , 
2020/11/29, 111, 7, 6, 1, , 
2020/11/30, 94, 8, 8, 1, , 
2020/12/1, 114, 5, 12, 2, , 
2020/12/2, 152, 4, 12, 2, , 
2020/12/3, 163, 5, 8, 1, , 
2020/12/4, 137, 5, 8, 1, , 
2020/12/5, 95, 6, 8, 1, , 
2020/12/6, 117, 7, 11, 2, , 
2020/12/7, 155, 10, 11, 2, , 
2020/12/8, 168, 6, 11, 1, , 
2020/12/9, 154, 5, 15, 2, , 
2020/12/10, 182, 9, 17, 2, , 
2020/12/11, 183, 6, 14, 2, , 
2020/12/12, 175, 5, 12, 2, , 
2020/12/13, 149, 3, 9, , , 
2020/12/14, 135, 2, 7, , , 
2020/12/15, 110, 1, 4, , , 
2020/12/16, 67, 1, 3, , , 
2020/12/17, 80, 2, 3, , , 
2020/12/18, 80, 2, 3, , , 
2020/12/19, 90, 5, 5, 1, , 
2020/12/20, 109, 7, 5, 1, , 
2020/12/21, 113, 10, 8, 2, , 
2020/12/22, 144, 9, 12, 2, , 
2020/12/23, 163, 4, 13, 4, , 
2020/12/24, 165, 6, 10, 1, , 
2020/12/25, 148, 5, 14, 4, , 
2020/12/26, 176, 1, 12, 3, , 
2020/12/27, 173, 1, 7, 1, , 
2020/12/28, 171, 2, 6, 1, , 
2020/12/29, 125, 2, 7, 1, , 
2020/12/30, 97, 5, 7, 1, , 
2020/12/31, 101, 6, 10, 2, , 
2021/1/1, 128, 11, 10, 3, , 
2021/1/2, 159, 11, 11, 3, , 
2021/1/3, 192, 7, 10, 3, , 
2021/1/4, 189, 8, 11, 3, , 
2020/7/2, 92, 6, 7, 1, , 
2020/7/3, 91, 7, 6, , , 
2020/7/4, 79, 6, 6, , , 
2020/7/5, 75, 6, 4, , , 
2020/7/6, 77, 7, 4, 1, , 
2020/7/7, 73, 9, 4, , , 
2020/7/8, 80, 7, 4, 1, , 
2020/7/9, 82, 7, 4, 1, , 
2020/7/10, 76, 7, 4, 1, , 
2020/7/11, 74, 7, 5, 1, , 
2020/7/12, 79, 8, 5, 1, , 
2020/7/13, 94, 9, 6, 1, , 
2020/7/14, 86, 12, 7, 1, , 
2020/7/15, 96, 9, 5, 1, , 
2020/7/16, 86, 8, 3, 1, , 
2020/7/17, 79, 8, 3, 1, , 
2020/7/18, 77, 9, 3, 1, , 
2020/7/19, 82, 8, 3, 1, , 
2020/7/20, 86, 8, 4, 1, , 
2020/7/21, 81, 5, 2, 2, , 
2020/7/22, 74, 5, 2, 1, , 
2020/7/23, 67, 5, , 1, , 
2020/7/24, 74, 5, , 1, , 
2020/7/25, 80, 6, , 1, , 
2020/7/26, 78, 5, , 1, , 
2020/7/27, 79, 5, , 2, , 
2020/7/28, 134, 11, , 1, , 
2020/7/29, 160, 6, , 1, , 
2020/7/30, 117, 6, 5, 1, , 
2020/7/31, 104, 6, 7, 2, , 
2020/8/1, 106, 5, 4, 1, , 
2020/8/2, 85, 5, 2, 1, , 
2020/8/3, 51, 4, 4, 2, , 
2020/8/4, 77, 4, 4, 1, , 
2020/8/5, 68, 4, 4, 1, , 
2020/8/6, 68, 4, 3, 1, , 
2020/8/7, 60, 4, 2, 1, , 
2020/8/8, 61, 5, 2, 1, , 
2020/8/9, 67, 5, 3, 1, , 
2020/8/10, 71, 6, 6, 1, , 
2020/8/11, 73, 3, 8, , , 
2020/8/12, 51, 4, 5, 1, , 
2020/8/13, 79, 4, 4, 1, , 
2020/8/14, 57, 4, 3, 2, , 
2020/8/15, 62, 2, 3, 2, , 
2020/8/16, 75, 2, 4, 2, , 
2020/8/17, 81, 2, 3, 2, , 
2020/8/18, 65, , 3, 2, , 
2020/8/19, 60, , 5, 2, , 
2020/8/20, 77, , 5, 2, , 
2020/8/21, 108, , 7, 1, , 
2020/8/22, 68, , 5, , , 
2020/8/23, 75, , 4, 2, , 
2020/8/24, 90, , 5, , , 
2020/8/25, 80, , 3, 2, , 
2020/8/26, 71, , 5, 2, , 
2020/8/27, 95, , 7, , , 
2020/8/28, 123, , 6, 2, , 
2020/8/29, 97, , 6, 2, , 
2020/8/30, 96, , 7, 2, , 
2020/8/31, 108, , 6, 2, , 
2020/9/1, 104, , 8, 2, , 
2020/9/2, 110, , 6, 2, , 
2020/9/3, 164, , 9, 2, , 
2020/9/4, 160, , 7, 2, , 
2020/9/5, 134, , 5, 2, , 
2020/9/6, 103, , 5, 2, , 
2020/9/7, 86, , 5, 2, , 
2020/9/8, 62, , 8, 2, , 
2020/9/9, 122, , 6, 3, , 
2020/9/10, 78, , 4, 2, , 
2020/9/11, 57, , 6, 2, , 
2020/9/12, 6, , 4, 2, , 
2020/9/13, 9, , 3, 2, , 
2020/9/14, 26, , 4, 2, , 
2020/9/15, 60, , 3, 2, , 
2020/9/16, 61, , 4, 2, , 
2020/9/17, 70, , 6, 2, , 
2020/9/18, 95, , 2, 2, , 
2020/9/19, 57, , 3, 2, , 
2020/9/20, 59, , 3, 2, , 
2020/9/21, 82, , 4, 2, , 
2020/9/22, 98, , 3, 2, , 
2020/9/23, 58, , 3, 2, , 
2020/9/24, 71, , 4, 2, , 
2020/9/25, 49, , 5, 3, , 
2020/9/26, 95, , 4, 2, , 
2020/9/27, 58, , 2, 2, , 
2020/9/28, 57, , 6, 2, , 
2020/9/29, 84, , 7, 2, , 
2020/9/30, 99, , 5, 2, , 
2020/10/1, 79, , 5, 2, , 
2020/4/2, 120, 2, 1, 2, , 
2020/4/3, 128, 2, 2, 2, , 
2020/4/4, 124, 2, , 2, , 
2020/4/5, 80, 4, , 2, , 
2020/4/6, 65, 4, 2, 3, , 
2020/4/7, 87, 8, 3, 2, , 
2020/4/8, 147, 7, 5, 2, , 
2020/4/9, 160, 10, 4, 2, , 
2020/4/10, 162, 9, 4, 2, , 
2020/4/11, 141, 7, 2, , , 
2020/4/12, 130, 8, 2, 2, , 
2020/4/13, 88, 8, 2, 2, , 
2020/4/14, 104, 15, 2, 2, , 
2020/4/15, 130, 12, 3, 3, , 
2020/4/16, 149, 6, 2, 2, , 
2020/4/17, 142, 5, , 2, , 
2020/4/18, 95, 6, 1, 2, , 
2020/4/19, 106, 5, , 2, , 
2020/4/20, 118, 5, 1, 20, , 
2020/4/21, 99, 5, 1, 10, , 
2020/4/22, 117, 4, 2, 8, , 
2020/4/23, 93, 7, , 2, , 
2020/4/24, 75, 6, , 5, , 
2020/4/25, 88, 8, 1, 3, , 
2020/4/26, 103, 6, 1, 3, , 
2020/4/27, 99, 11, 3, 4, , 
2020/4/28, 107, 15, 4, 8, , 
2020/4/29, 160, 16, 4, 5, , 
2020/4/30, 155, 9, 2, 3, , 
2020/5/1, 127, 4, 2, 2, , 
2020/5/2, 106, 9, 1, 2, , 
2020/5/3, 117, 6, 1, 2, , 
2020/5/4, 101, 8, 3, 2, , 
2020/5/5, 103, 6, 2, 2, , 
2020/5/6, 119, 5, 1, 2, , 
2020/5/7, 97, 4, 2, 2, , 
2020/5/8, 112, 7, 2, 2, , 
2020/5/9, 102, 7, 2, 2, , 
2020/5/10, 119, 10, 1, 2, , 
2020/5/11, 116, 5, 2, 3, , 
2020/5/12, 93, 5, 2, 2, , 
2020/5/13, 90, 6, 1, 2, , 
2020/5/14, 83, 7, 1, 3, , 
2020/5/15, 73, 5, 1, 2, , 
2020/5/16, 90, 7, , 3, , 
2020/5/17, 99, 6, , 2, , 
2020/5/18, 76, 12, , 3, , 
2020/5/19, 104, 7, , 3, , 
2020/5/20, 125, 6, , , , 
2020/5/21, 98, 9, 5, 3, , 
2020/5/22, 112, 6, 4, 3, , 
2020/5/23, 112, 7, 3, 3, , 
2020/5/24, 113, 6, 3, 3, , 
2020/5/25, 121, 10, 3, 3, , 
2020/5/26, 101, 7, 1, 3, , 
2020/5/27, 91, 8, 2, 3, , 
2020/5/28, 100, 9, 3, 4, , 
2020/5/29, 139, 7, 3, 3, , 
2020/5/30, 106, 7, 4, 3, , 
2020/5/31, 99, 6, 2, 3, , 
2020/6/1, 106, 6, 5, 3, , 
2020/6/2, 93, 5, 5, 3, , 
2020/6/3, 103, 12, 3, 3, , 
2020/6/4, 115, 9, 3, 3, , 
2020/6/5, 113, 9, 4, 3, , 
2020/6/6, 122, 6, 5, 3, , 
2020/6/7, 139, 7, 5, 3, , 
2020/6/8, 118, 5, 4, 4, , 
2020/6/9, 101, 10, 7, 4, , 
2020/6/10, 112, 7, 6, 3, , 
2020/6/11, 94, 6, 5, 3, , 
2020/6/12, 93, 7, 5, 3, , 
2020/6/13, 89, 6, 5, 3, , 
2020/6/14, 96, 4, 5, 4, , 
2020/6/15, 96, 4, 7, 3, , 
2020/6/16, 91, 6, 5, , , 
2020/6/17, 72, 5, 5, 1, , 
2020/6/18, 77, 4, 5, , , 
2020/6/19, 71, 4, 5, , , 
2020/6/20, 75, 7, 4, , , 
2020/6/21, 77, 9, 4, , , 
2020/6/22, 88, 7, 5, , , 
2020/6/23, 83, 9, 7, , , 
2020/6/24, 77, 6, 8, , , 
2020/6/25, 77, 7, 8, , , 
2020/6/26, 122, 7, 4, , , 
2020/6/27, 74, 10, 5, , , 
2020/6/28, 76, 9, 4, , , 
2020/6/29, 80, 7, 6, 1, , 
2020/6/30, 84, 10, 7, , , 
2020/7/1, 95, 6, 7, 1, , 
2020/1/2, 182, 2, 11, 1, , 
2020/1/3, 145, 2, 9, 1, , 
2020/1/4, 93, 2, 9, 1, , 
2020/1/5, 114, 2, 8, 1, , 
2020/1/6, 100, 2, 7, 1, , 
2020/1/7, 104, 2, 10, 1, , 
2020/1/8, 135, 2, 8, 1, , 
2020/1/9, 111, 2, 9, 2, , 
2020/1/10, 113, 2, 6, 1, , 
2020/1/11, 101, 2, 5, 1, , 
2020/1/12, 102, 2, 5, 2, , 
2020/1/13, 103, 1, 8, 4, , 
2020/1/14, 171, 2, 12, 3, , 
2020/1/15, 235, 2, 5, 1, , 
2020/1/16, 111, 2, 6, 3, , 
2020/1/17, 107, 3, 5, 2, , 
2020/1/18, 116, 3, 5, 1, , 
2020/1/19, 148, 4, 4, 1, , 
2020/1/20, 97, 4, 5, 1, , 
2020/1/21, 133, 2, 9, 1, , 
2020/1/22, 178, 3, 6, 1, , 
2020/1/23, 162, 4, 3, 1, , 
2020/1/24, 116, 4, 2, 1, , 
2020/1/25, 89, 7, 2, 1, , 
2020/1/26, 80, 7, 3, 1, , 
2020/1/27, 72, 5, 3, 1, , 
2020/1/28, 80, 5, 3, 1, , 
2020/1/29, 105, 5, 3, 1, , 
2020/1/30, 136, 5, 7, 1, , 
2020/1/31, 154, 3, 11, 3, , 
2020/2/1, 150, 4, 9, 2, , 
2020/2/2, 167, 4, 6, 1, , 
2020/2/3, 205, 5, 4, 1, , 
2020/2/4, 150, 7, , , , 
2020/2/5, 66, 7, , 2, , 
2020/2/6, 76, 2, 2, 2, , 
2020/2/7, 146, , 2, 1, , 
2020/2/8, 153, , , 1, , 
2020/2/9, 103, 2, , 1, , 
2020/2/10, 77, 1, , 3, , 
2020/2/11, 128, 2, , 2, , 
2020/2/12, 151, 1, 11, 2, , 
2020/2/13, 157, 3, 9, 1, , 
2020/2/14, 123, 5, 7, 1, , 
2020/2/15, 110, 6, 8, 1, , 
2020/2/16, 121, 6, 5, 2, , 
2020/2/17, 91, 5, 7, 2, , 
2020/2/18, 116, 5, 12, 7, , 
2020/2/19, 143, 2, 15, 8, , 
2020/2/20, 161, 2, 11, 4, , 
2020/2/21, 196, 2, 11, 2, , 
2020/2/22, 228, 6, 13, 2, , 
2020/2/23, 198, 4, 14, 2, , 
2020/2/24, 193, 4, 11, 2, , 
2020/2/25, 139, 2, 9, , , 
2020/2/26, 137, 1, 13, 2, , 
2020/2/27, 136, 2, 10, 2, , 
2020/2/28, 110, 2, 7, 1, , 
2020/2/29, 99, 4, 7, 1, , 
2020/3/1, 105, 4, 6, 1, , 
2020/3/2, 103, 4, 6, 1, , 
2020/3/3, 98, 4, 5, 1, , 
2020/3/4, 70, 11, 7, 2, , 
2020/3/5, 80, 2, 5, 2, , 
2020/3/6, 93, 4, 9, 3, , 
2020/3/7, 160, 3, 9, 2, , 
2020/3/8, 126, 6, 8, 1, , 
2020/3/9, 145, 13, 7, 1, , 
2020/3/10, 172, 6, 7, 2, , 
2020/3/11, 141, 6, 12, 3, , 
2020/3/12, 147, 5, 9, 2, , 
2020/3/13, 133, 5, 6, , , 
2020/3/14, 135, 5, 7, 2, , 
2020/3/15, 131, 3, 8, 3, , 
2020/3/16, 161, 2, 9, 3, , 
2020/3/17, 182, 4, 9, 2, , 
2020/3/18, 138, 2, 4, 2, , 
2020/3/19, 93, 2, 3, 2, , 
2020/3/20, 86, 2, 9, 2, , 
2020/3/21, 149, 6, 5, 2, , 
2020/3/22, 145, 5, 3, 2, , 
2020/3/23, 118, 5, 4, , , 
2020/3/24, 124, 5, 2, , , 
2020/3/25, 95, 5, 3, 2, , 
2020/3/26, 88, 5, 1, 2, , 
2020/3/27, 91, 6, 2, , , 
2020/3/28, 104, 5, 1, , , 
2020/3/29, 103, 9, , 2, , 
2020/3/30, 97, 4, 4, 2, , 
2020/3/31, 83, 1, 1, 2, , 
2020/4/1, 96, 2, 2, 3, , 
2019/10/2, 185, 20, 7, , , 
2019/10/3, 166, 8, 6, , , 
2019/10/4, 118, 7, 4, , , 
2019/10/8, 162, 7, 2, , , 
2019/10/9, 107, 6, 2, , , 
2019/10/10, 91, 7, 4, , , 
2019/10/11, 129, 6, 4, , , 
2019/10/12, 123, 7, 4, , , 
2019/10/13, 114, 6, 4, , , 
2019/10/14, 126, 7, 2, , , 
2019/10/15, 115, 9, 3, , , 
2019/10/16, 109, 16, 3, , , 
2019/10/17, 141, 14, , , , 
2019/10/18, 154, 10, 10, , , 
2019/10/19, 89, 14, , , , 
2019/10/20, 99, 17, , , , 
2019/10/21, 153, 11, , , , 
2019/10/22, 153, 9, , , , 
2019/10/23, 108, 9, , , , 
2019/10/24, 108, 7, , , , 
2019/10/25, 73, 7, , , , 
2019/10/26, 115, 9, , , , 
2019/10/27, 164, 6, , , , 
2019/10/29, 68, 11, , , , 
2019/10/30, 75, 14, , , , 
2019/10/31, 120, 8, , , , 
2019/11/1, 147, 7, , , , 
2019/11/2, 112, 6, , , , 
2019/11/3, 111, 8, , , , 
2019/11/4, 126, 13, , , , 
2019/11/5, 120, 18, , , , 
2019/11/6, 151, 14, , , , 
2019/11/7, 188, 16, , , , 
2019/11/8, 174, 16, , , , 
2019/11/9, 164, 19, , , , 
2019/11/10, 164, 22, , , , 
2019/11/11, 173, 18, , , , 
2019/11/14, 105, 6, , , , 
2019/11/15, 104, 9, , , , 
2019/11/16, 145, 11, , , , 
2019/11/17, 139, 7, , , , 
2019/11/18, 107, 6, , , , 
2019/11/19, 89, 7, , , , 
2019/11/20, 86, 7, , , , 
2019/11/21, 139, 6, , , , 
2019/11/22, 164, 6, , , , 
2019/11/23, 166, 6, , , , 
2019/11/24, 164, 4, , , , 
2019/11/25, 132, 5, , , , 
2019/11/26, 145, 5, , , , 
2019/11/27, 154, 5, , , , 
2019/11/28, 170, 5, , , , 
2019/11/29, 121, 4, , , , 
2019/11/30, 146, 3, , , , 
2019/12/1, 164, 4, , , , 
2019/12/2, 143, 6, , , , 
2019/12/3, 85, 6, 16, 3, , 
2019/12/4, 129, 7, 9, 3, , 
2019/12/5, 145, 8, 7, 3, , 
2019/12/6, 132, 8, 7, 2, , 
2019/12/7, 117, 8, 10, 3, , 
2019/12/8, 153, 9, 12, 4, , 
2019/12/9, 176, 10, 14, 5, , 
2019/12/10, 189, 10, 15, 4, , 
2019/12/11, 211, 11, 16, 5, , 
2019/12/12, 221, 1, 13, 4, , 
2019/12/13, 210, 9, 15, 4, , 
2019/12/14, 221, 3, 11, 3, , 
2019/12/15, 207, 2, 9, 2, , 
2019/12/16, 145, 1, 5, 1, , 
2019/12/17, 138, 3, 8, 2, , 
2019/12/18, 133, 2, 5, 1, , 
2019/12/19, 117, 2, 6, 2, , 
2019/12/20, 136, 2, 6, 2, , 
2019/12/21, 158, 2, 5, 1, , 
2019/12/22, 151, 2, 5, 1, , 
2019/12/23, 130, 2, 5, 2, , 
2019/12/24, 180, 1, 9, 2, , 
2019/12/25, 212, 2, 7, 1, , 
2019/12/26, 107, 2, 7, 2, , 
2019/12/27, 116, 2, 5, 1, , 
2019/12/28, 106, 2, 8, 3, , 
2019/12/29, 155, 3, 10, 3, , 
2019/12/30, 165, , , , , 
2019/8/29, 83, , , , , 
2019/8/30, 60, , , , , 
2019/8/31, 55, , , , , 
2019/9/1, 43, , , , , 
2019/9/2, 46, , , , , 
2019/9/3, 66, , , , , 
2019/9/7, 112, , , , , 
2019/9/8, 116, , , , , 
2019/9/9, 88, , , , , 
2019/9/10, 86, , , , , 
2019/9/11, 86, , , , , 
2019/9/12, 113, , , , , 
2019/9/13, 111, , , , , 
2019/9/14, 132, , , , , 
2019/9/15, 129, 13, 5, , , 
2019/9/16, 164, 17, 4, , , 
2019/9/17, 158, 14, 4, , , 
2019/9/18, 151, 14, 3, , , 
2019/9/19, 127, 12, 2, , , 
2019/9/20, 107, 8, 3, , , 
2019/9/21, 145, 15, 3, , , 
2019/9/22, 113, 12, 2, , , 
2019/9/23, 79, 18, 4, , , 
2019/9/25, 165, 18, 7, , , 
2019/9/26, 158, 25, 7, , , 
2019/9/27, 164, 20, 6, , , 
2019/9/28, 161, 23, 8, , , 
2019/9/29, 171, 23, 9, , , 
2019/9/30, 176, 21, 8, , , 
2019/10/1, 183, 25, 7, , , 
2019/4/2, 86, , , , , 
2019/4/3, 134, , , , , 
2019/4/4, 109, , , , , 
2019/4/5, 13, , , , , 
2019/4/6, 14, , , , , 
2019/4/7, 15, , , , , 
2019/4/8, 10, , , , , 
2019/4/9, 77, , , , , 
2019/4/10, 107, , , , , 
2019/4/11, 90, , , , , 
2019/4/12, 91, , , , , 
2019/4/13, 86, , , , , 
2019/4/14, 71, , , , , 
2019/4/15, 64, , , , , 
2019/4/16, 78, , , , , 
2019/4/17, 75, , , , , 
2019/4/18, 123, , , , , 
2019/4/19, 112, , , , , 
2019/4/20, 132, , , , , 
2019/4/21, 138, , , , , 
2019/4/22, 106, , , , , 
2019/4/23, 113, , , , , 
2019/4/24, 93, , , , , 
2019/4/25, 100, , , , , 
2019/4/26, 92, , , , , 
2019/4/27, 68, , , , , 
2019/4/28, 62, , , , , 
2019/4/29, 71, , , , , 
2019/4/30, 91, , , , , 
2019/5/1, 111, , , , , 
2019/1/2, 93, , , , , 
2019/1/3, 104, , , , , 
2019/1/4, 98, , , , , 
2019/1/5, 132, , , , , 
2019/1/6, 128, , , , , 
2019/1/7, 76, , , , , 
2019/1/8, 148, , , , , 
2019/1/9, 78, , , , , 
2019/1/10, 25, , , , , 
2019/1/11, 80, , , , , 
2019/1/12, 143, , , , , 
2019/1/13, 139, , , , , 
2019/1/14, 84, , , , , 
2019/1/15, 111, , , , , 
2019/1/16, 80, , , , , 
2019/1/17, 35, , , , , 
2019/1/18, 64, , , , , 
2019/1/19, 140, , , , , 
2019/1/20, 174, , , , , 
2019/1/21, 171, , , , , 
2019/1/22, 54, , , , , 
2019/1/23, 108, , , , , 
2019/1/24, 167, , , , , 
2019/1/25, 160, , , , , 
2019/1/26, 189, , , , , 
2019/1/27, 164, , , , , 
2019/1/28, 160, , , , , 
2019/1/29, 119, , , , , 
2019/1/30, 115, , , , , 
2019/1/31, 75, , , , , 
2019/2/1, 102, , , , , 
2019/2/2, 124, , , , , 
2019/2/3, 142, , , , , 
2019/2/4, 122, , , , , 
2019/2/5, 99, , , , , 
2019/2/6, 95, , , , , 
2019/2/7, 62, , , , , 
2019/2/8, 84, , , , , 
2019/2/9, 94, , , , , 
2019/2/10, 98, , , , , 
2019/2/11, 73, , , , , 
2019/2/12, 132, , , , , 
2019/2/13, 141, , , , , 
2019/2/14, 91, , , , , 
2019/2/15, 68, , , , , 
2019/2/16, 72, , , , , 
2019/2/17, 74, , , , , 
2019/2/18, 65, , , , , 
2019/2/19, 95, , , , , 
2019/2/20, 103, , , , , 
2019/2/21, 83, , , , , 
2019/2/22, 83, , , , , 
2019/2/23, 108, , , , , 
2019/2/24, 91, , , , , 
2019/2/25, 68, , , , , 
2019/2/26, 78, , , , , 
2019/2/27, 137, , , , , 
2019/2/28, 130, , , , , 
2019/3/1, 147, , , , , 
2019/3/2, 95, , , , , 
2019/3/3, 88, , , , , 
2019/3/4, 90, , , , , 
2019/3/5, 100, , , , , 
2019/3/6, 93, , , , , 
2019/3/7, 78, , , , , 
2019/3/8, 81, , , , , 
2019/3/9, 95, , , , , 
2019/3/10, 110, , , , , 
2019/3/11, 69, , , , , 
2019/3/12, 163, , , , , 
2019/3/13, 169, , , , , 
2019/3/14, 156, , , , , 
2019/3/15, 176, , , , , 
2019/3/16, 115, , , , , 
2019/3/17, 123, , , , , 
2019/3/18, 65, , , , , 
2019/3/19, 75, , , , , 
