date, pm25, pm10, no2, so2
2017/5/27, , 33, 6, 1
2017/5/28, , 28, 7, 1
2017/5/29, , 28, 5, 1
2017/5/30, , 25, 5, 1
2017/5/31, , 25, 4, 
2017/6/1, , 55, 4, 2
2017/6/2, , 27, 5, 3
2017/6/3, , 22, 3, 1
2017/6/4, , 17, 5, 1
2017/6/5, , 24, 4, 5
2017/6/6, , 10, 4, 1
2017/6/7, , 16, 4, 1
2017/6/8, , 16, 6, 1
2017/6/9, , 21, 7, 1
2017/6/10, , 19, 8, 6
2017/6/11, , 15, 4, 2
2017/6/12, , 15, 6, 2
2017/6/13, , 16, 4, 1
2017/6/14, , 20, 4, 14
2017/6/15, , 16, 4, 6
2017/6/16, , 11, 7, 4
2017/6/17, , 15, 5, 1
2017/6/18, , 14, 3, 5
2017/6/19, , 13, 4, 6
2017/6/20, , 19, 7, 7
2017/6/21, , 24, 5, 5
2017/6/22, , 21, 4, 1
2017/6/23, , 15, 10, 1
2017/6/24, , 19, 4, 1
2017/6/25, , 14, 2, 1
2017/6/26, , 11, 3, 1
2017/6/27, , 19, 3, 1
2017/6/28, , 16, 1, 1
2017/6/29, , 11, 2, 1
2017/6/30, , 13, 4, 1
2017/7/1, , 11, 3, 1
2017/1/4, , 7, 3, 1
2017/1/5, , 10, 5, 1
2017/1/6, , 12, 9, 5
2017/1/7, , 28, 9, 4
2017/1/8, , 22, 10, 5
2017/1/9, , 33, 11, 4
2017/1/10, , 32, 13, 8
2017/1/11, , 42, 12, 8
2017/1/12, , 32, 7, 3
2017/1/13, , 9, 9, 2
2017/1/14, , 21, 11, 7
2017/1/15, , 15, 8, 4
2017/1/16, , 18, 11, 2
2017/1/17, , 25, 22, 4
2017/1/18, , 39, 14, 3
2017/1/19, , 18, 8, 1
2017/1/20, , 12, 13, 6
2017/1/21, , 11, 9, 8
2017/1/22, , 13, 3, 2
2017/1/23, , 12, 8, 5
2017/1/24, , 38, 11, 10
2017/1/25, , 20, 16, 6
2017/1/26, , 25, 10, 3
2017/1/27, , 17, 14, 4
2017/1/28, , 37, 15, 7
2017/1/29, , 70, 7, 7
2017/1/30, , 53, 11, 8
2017/1/31, , 66, 9, 6
2017/2/1, , 42, 10, 3
2017/2/2, , 46, 12, 5
2017/2/3, , 49, 10, 3
2017/2/4, , 40, 3, 1
2017/2/5, , 23, 2, 1
2017/2/6, , 15, 3, 1
2017/2/7, , 15, 2, 1
2017/2/8, , 14, 3, 2
2017/2/9, , 11, 5, 4
2017/2/10, , 15, 4, 5
2017/2/11, , 16, 3, 4
2017/2/12, , 13, 3, 3
2017/2/13, , 12, 8, 4
2017/2/14, , 24, 20, 6
2017/2/15, , 53, 19, 6
2017/2/16, , 60, 19, 7
2017/2/17, , 52, 14, 5
2017/2/18, , 17, 7, 10
2017/2/19, , 8, 4, 2
2017/2/20, , 10, 5, 2
2017/2/21, , 6, 6, 8
2017/2/22, , 14, 6, 2
2017/2/23, , 16, 6, 2
2017/2/24, , 26, 5, 2
2017/2/25, , 23, 8, 7
2017/2/26, , 15, 3, 2
2017/2/27, , 5, 9, 2
2017/2/28, , 18, 10, 3
2017/3/1, , 25, 12, 2
2017/3/2, , 25, 11, 3
2017/3/3, , 14, 11, 3
2017/3/4, , 23, 8, 4
2017/3/5, , 29, 10, 2
2017/3/6, , 30, 9, 2
2017/3/7, , 14, 6, 4
2017/3/8, , 8, 7, 2
2017/3/9, , 19, 12, 4
2017/3/10, , 37, 11, 3
2017/3/11, , 24, 5, 4
2017/3/12, , 7, 2, 2
2017/3/13, , 4, 3, 2
2017/3/14, , 10, 12, 3
2017/3/15, , 34, 4, 3
2017/3/16, , 27, 7, 7
2017/3/17, , 24, 5, 2
2017/3/18, , 17, 5, 5
2017/3/19, , 9, 1, 3
2017/3/20, , 7, 9, 3
2017/3/21, , 16, 6, 3
2017/3/22, , 10, 7, 6
2017/3/23, , 22, 11, 3
2017/3/24, , 37, 10, 2
2017/3/25, , 22, 6, 4
2017/3/26, , 13, 4, 1
2017/3/27, , 12, 7, 13
2017/3/28, , 25, 6, 3
2017/3/29, , 13, 10, 6
2017/3/30, , 19, 6, 2
2017/3/31, , 14, 7, 1
2017/4/1, , 15, 12, 1
2016/10/2, , 21, 4, 1
2016/10/3, , 17, 7, 2
2016/10/4, , 18, 1, 1
2016/10/5, , 12, 1, 2
2016/10/6, , 13, , 1
2016/10/7, , 10, 5, 4
2016/10/8, , 11, 2, 3
2016/10/9, , 8, 1, 2
2016/10/10, , 10, 5, 5
2016/10/11, , 12, , 2
2016/10/12, , 8, 1, 2
2016/10/13, , 9, 1, 2
2016/10/14, , 10, 4, 3
2016/10/15, , 12, 2, 2
2016/10/16, , 10, 2, 2
2016/10/17, , 11, 6, 3
2016/10/18, , 16, 8, 4
2016/10/19, , 24, 7, 4
2016/10/20, , 29, 5, 2
2016/10/21, , 20, 3, 1
2016/10/22, , 21, 3, 
2016/10/23, , 11, 5, 2
2016/10/24, , 26, 4, 2
2016/10/25, , 16, 8, 4
2016/10/26, , 16, 12, 8
2016/10/27, , 24, 11, 4
2016/10/28, , 24, 10, 5
2016/10/29, , 16, 5, 8
2016/10/30, , 12, 4, 6
2016/10/31, , 9, 13, 8
2016/11/1, , 13, 6, 4
2016/11/2, , 9, 4, 4
2016/11/3, , 7, 6, 5
2016/11/4, , 10, 9, 
2016/11/5, , 18, 7, 1
2016/11/6, , 22, 5, 1
2016/11/7, , 16, 6, 1
2016/11/8, , 7, 10, 2
2016/11/9, , 18, 9, 1
2016/11/10, , 31, 13, 2
2016/11/11, , 36, 6, 1
2016/11/12, , 19, 9, 3
2016/11/13, , 14, 7, 2
2016/11/14, , 21, 8, 1
2016/11/15, , 18, 8, 1
2016/11/16, , 17, 11, 
2016/11/17, , 16, 10, 
2016/11/18, , 14, 6, 
2016/11/19, , 14, 8, 
2016/11/20, , 20, 4, 
2016/11/21, , 12, 9, 2
2016/11/22, , 29, 8, 1
2016/11/23, , 21, 9, 1
2016/11/24, , 30, 10, 1
2016/11/25, , 27, 13, 2
2016/11/26, , 28, 3, 
2016/11/27, , 5, 3, 3
2016/11/28, , 9, 3, 3
2016/11/29, , 11, 12, 4
2016/11/30, , 16, 7, 4
2016/12/1, , 9, 17, 2
2016/12/2, , 21, 6, 1
2016/12/3, , 7, 6, 9
2016/12/4, , 11, 9, 3
2016/12/5, , 16, 5, 1
2016/12/6, , 8, 9, 1
2016/12/7, , 8, 13, 2
2016/12/8, , 13, 4, 1
2016/12/9, , 9, 6, 5
2016/12/10, , 11, 6, 6
2016/12/11, , 8, 4, 4
2016/12/12, , 9, 6, 1
2016/12/13, , 13, 8, 1
2016/12/14, , 16, 4, 1
2016/12/15, , 8, 8, 1
2016/12/16, , 18, 5, 1
2016/12/17, , 16, 6, 2
2016/12/18, , 25, 7, 4
2016/12/19, , 18, 8, 3
2016/12/20, , 11, 7, 7
2016/12/21, , 16, 9, 2
2016/12/22, , 34, 9, 2
2016/12/23, , 29, 7, 1
2016/12/24, , 12, 3, 1
2016/12/25, , 10, 2, 1
2016/12/26, , 10, 1, 1
2016/12/27, , 6, 2, 1
2016/12/28, , 10, 2, 1
2016/12/29, , 12, 13, 3
2016/12/30, , 27, 10, 2
2016/12/31, , 22, 5, 1
2017/1/1, , 16, 3, 1
