date, pm25, pm10, o3, no2, co
2020/12/19, , 40, 4, 22, 
2020/12/20, , 60, 9, 11, 
2020/12/21, , 23, 11, 14, 
2020/12/22, , 27, 1, 17, 
2020/12/23, , 50, 10, 19, 
2020/12/24, , 46, 1, 21, 
2020/12/25, , 50, 15, 14, 
2020/12/26, , 27, 9, 10, 
2020/12/27, , 15, 7, 7, 
2020/12/28, , 11, 22, 8, 
2020/12/29, , 11, 27, 3, 
2020/12/30, , 6, 22, 11, 
2020/12/31, , 17, 22, 11, 
2021/1/1, , 23, 16, 15, 
2021/1/2, , 43, 14, 17, 
2021/1/3, , 31, 15, 10, 
2021/1/4, , 22, 8, 13, 
2020/7/2, , 15, 17, 5, 
2020/7/3, , 23, 15, 4, 
2020/7/4, , 18, 13, 2, 
2020/7/5, , 16, 11, 3, 
2020/7/6, , 19, 11, 4, 
2020/7/7, , 20, 11, 3, 
2020/7/8, , 14, 12, 3, 
2020/7/9, , 10, 13, 6, 
2020/7/10, , 18, 13, 5, 
2020/7/11, , 20, 11, 3, 
2020/7/12, , 16, 11, 2, 
2020/7/13, , 21, 10, 2, 
2020/7/14, , 11, 12, 4, 
2020/7/15, , 15, 11, 5, 
2020/7/16, , 32, 10, 6, 
2020/7/17, , 13, 12, 6, 
2020/7/18, , 20, 8, 4, 
2020/7/19, , 14, 8, 4, 
2020/7/20, , 18, 11, 3, 
2020/7/21, , 12, 12, 5, 
2020/7/22, , 15, 12, 6, 
2020/7/23, , 19, 15, 5, 
2020/7/24, , 20, 13, 5, 
2020/7/25, , 16, 12, 3, 
2020/7/26, , 17, 11, 3, 
2020/7/27, , 14, 10, 3, 
2020/7/28, , 16, 13, 3, 
2020/7/29, , 15, 15, 7, 
2020/7/30, , 22, 17, 7, 
2020/7/31, , 25, 14, 6, 
2020/8/1, , 24, 13, 3, 
2020/8/2, , 22, 14, 3, 
2020/8/3, , 14, 15, 3, 
2020/8/4, , 119, 14, 4, 
2020/8/5, , 655, 9, 4, 
2020/8/11, , 47, 14, 6, 
2020/8/12, , 24, 14, 5, 
2020/8/13, , 26, 14, 5, 
2020/8/14, , 17, 15, 7, 
2020/8/15, , 25, 13, 4, 
2020/8/16, , 21, 11, 3, 
2020/8/17, , 15, 13, 5, 
2020/8/18, , 22, 16, 6, 
2020/8/19, , 23, 12, 3, 
2020/8/20, , 11, 14, 2, 
2020/8/21, , 14, 14, 4, 
2020/8/22, , 16, 16, 6, 
2020/8/23, , 18, 18, 6, 
2020/8/24, , 20, 15, 5, 
2020/8/25, , 26, 12, 4, 
2020/8/26, , 23, 14, 3, 
2020/8/27, , 14, 12, 6, 
2020/8/28, , 16, 15, 8, 
2020/8/29, , 23, 18, 7, 
2020/8/30, , 24, 22, 8, 
2020/8/31, , 23, 18, 11, 
2020/9/1, , 28, 20, 9, 
2020/9/2, , 32, 15, 3, 
2020/9/3, , 18, 14, 3, 
2020/9/4, , 16, 15, 2, 
2020/9/5, , 14, 16, 3, 
2020/9/6, , 13, 18, 7, 
2020/9/7, , 19, 21, 7, 
2020/9/8, , 23, 17, 5, 
2020/9/9, , 29, 17, 6, 
2020/9/10, , 26, 17, 8, 
2020/9/11, , 30, 16, 8, 
2020/9/12, , 26, 17, 5, 
2020/9/13, , 20, 16, 6, 
2020/9/14, , 26, 16, 8, 
2020/9/15, , 32, 14, 6, 
2020/9/16, , 30, 11, 5, 
2020/9/17, , 26, 12, 7, 
2020/9/18, , 25, 14, 8, 
2020/9/19, , 31, 12, 4, 
2020/9/20, , 30, 13, 4, 
2020/9/21, , 18, 12, 7, 
2020/9/22, , 22, 14, 7, 
2020/9/23, , 23, 9, 9, 
2020/9/24, , 29, 4, 8, 
2020/9/25, , 22, 13, 8, 
2020/9/26, , 20, 11, 6, 
2020/9/27, , 12, 12, 5, 
2020/9/28, , 9, 11, 7, 
2020/9/29, , 17, 9, 4, 
2020/9/30, , 9, 11, 3, 
2020/10/1, , 7, 8, 6, 
2020/4/2, , 11, 9, 6, 
2020/4/3, , 14, 12, 11, 
2020/4/4, , 41, 13, 3, 
2020/4/5, , 18, 12, 2, 
2020/4/6, , 13, 12, 2, 
2020/4/7, , 20, 12, 3, 
2020/4/8, , 19, 13, 4, 
2020/4/9, , 18, 14, 7, 
2020/4/10, , 26, 17, 6, 
2020/4/11, , 29, 15, 4, 
2020/4/12, , 24, 15, 3, 
2020/4/13, , 29, 16, 4, 
2020/4/14, , 30, 13, 5, 
2020/4/15, , 28, 7, 3, 
2020/4/16, , 16, 12, 9, 
2020/4/17, , 26, 14, 6, 
2020/4/18, , 24, 17, 5, 
2020/4/19, , 18, 14, 4, 
2020/4/20, , 21, 12, 2, 
2020/4/21, , 19, 10, 2, 
2020/4/22, , 12, 11, 2, 
2020/4/23, , 11, 13, 3, 
2020/4/24, , 17, 14, 5, 
2020/4/25, , 19, 16, 5, 
2020/4/26, , 21, 14, 3, 
2020/4/27, , 25, 16, 3, 
2020/4/28, , 17, 15, 5, 
2020/4/29, , 21, 13, 3, 
2020/4/30, , 24, 11, 3, 
2020/5/1, , 14, 12, 2, 
2020/5/2, , 13, 10, 2, 
2020/5/3, , 9, 11, 1, 
2020/5/4, , 7, 12, 1, 
2020/5/5, , 12, 14, 4, 
2020/5/6, , 13, 11, 3, 
2020/5/7, , 13, 14, 1, 
2020/5/8, , 11, 15, 2, 
2020/5/9, , 12, 15, 5, 
2020/5/10, , 21, 16, 5, 
2020/5/11, , 19, 14, 5, 
2020/5/12, , 23, 13, 2, 
2020/5/13, , 21, 13, 3, 
2020/5/14, , 19, 10, 5, 
2020/5/15, , 32, 16, 3, 
2020/5/16, , 46, 12, 3, 
2020/5/17, , 50, 13, 3, 
2020/5/18, , 42, 13, 4, 
2020/5/19, , 39, 10, 4, 
2020/5/20, , 27, 11, 4, 
2020/5/21, , 31, 7, 2, 
2020/5/22, , 11, 14, 2, 
2020/5/23, , 7, 15, 3, 
2020/5/24, , 14, 11, 3, 
2020/5/25, , 20, 10, 2, 
2020/5/26, , 14, 9, 3, 
2020/5/27, , 10, 9, 3, 
2020/5/28, , 9, 10, 3, 
2020/5/29, , 10, 12, 3, 
2020/5/30, , 13, 14, 2, 
2020/5/31, , 12, 11, 2, 
2020/6/1, , 11, 10, 2, 
2020/6/2, , 13, 11, 2, 
2020/6/3, , 11, 13, 5, 
2020/6/4, , 11, 13, 5, 
2020/6/5, , 17, 12, 6, 
2020/6/6, , 17, 13, 6, 
2020/6/7, , 19, 15, 5, 
2020/6/8, , 18, 13, 5, 
2020/6/9, , 21, 11, 5, 
2020/6/10, , 18, 4, 6, 
2020/6/11, , 19, 9, 4, 
2020/6/12, , 11, 11, 3, 
2020/6/13, , 10, 10, 2, 
2020/6/14, , 18, 13, 3, 
2020/6/15, , 19, 14, 4, 
2020/6/16, , 17, 11, 4, 
2020/6/17, , 15, 10, 3, 
2020/6/18, , 12, 10, 4, 
2020/6/19, , 13, 12, 2, 
2020/6/20, , 11, 12, 2, 
2020/6/21, , 14, 11, 1, 
2020/6/22, , 12, 9, 1, 
2020/6/23, , 9, 4, 5, 
2020/6/24, , 10, 11, 2, 
2020/6/25, , 9, 10, 6, 
2020/6/26, , 20, 13, 5, 
2020/6/27, , 20, 18, 4, 
2020/6/28, , 21, 17, 5, 
2020/6/29, , 16, 18, 6, 
2020/6/30, , 21, 13, 4, 
2020/7/1, , 17, 15, 5, 
2020/1/2, , 31, 7, 4, 
2020/1/3, , 25, 5, 11, 
2020/1/4, , 41, 8, 10, 
2020/1/5, , 50, 8, 2, 
2020/1/6, , 13, 8, 5, 
2020/1/7, , 13, 7, 5, 
2020/1/8, , 24, 7, 8, 
2020/1/9, , 39, 4, 12, 
2020/1/10, , 50, , 21, 
2020/1/11, , 82, 8, 8, 
2020/1/12, , 49, 6, 6, 
2020/1/13, , 49, , 10, 
2020/1/14, , 54, , 12, 
2020/1/15, , 54, , 13, 
2020/1/16, , 78, , 17, 
2020/1/17, , 68, 8, 16, 
2020/1/18, , 53, 9, 4, 
2020/1/19, , 19, 7, 4, 
2020/1/20, , 27, 7, 4, 
2020/1/21, , 24, 7, 4, 
2020/1/22, , 29, 6, 12, 
2020/1/23, , 45, 7, 6, 
2020/1/24, , 39, 2, 14, 
2020/1/25, , 59, 5, 16, 
2020/1/26, , 80, 2, 16, 
2020/1/27, , 65, 6, 12, 
2020/1/28, , 55, 9, 5, 
2020/1/29, , 19, 10, 8, 
2020/1/30, , 23, 8, 4, 
2020/1/31, , 14, 12, 7, 
2020/2/1, , 20, 10, 5, 
2020/2/2, , 18, 8, 8, 
2020/2/3, , 37, 9, 7, 
2020/2/4, , 24, 10, 7, 
2020/2/5, , 16, 8, 3, 
2020/2/6, , 11, 9, 4, 
2020/2/7, , 10, 8, 3, 
2020/2/8, , 16, 9, 5, 
2020/2/9, , 24, 5, 17, 
2020/2/10, , 65, 13, 20, 
2020/2/11, , 87, 10, 9, 
2020/2/12, , 18, 12, 7, 
2020/2/13, , 14, 6, 11, 
2020/2/14, , 29, 2, 15, 
2020/2/15, , 51, 8, 6, 
2020/2/16, , 25, 9, 10, 
2020/2/17, , 38, 3, 16, 
2020/2/18, , 59, 11, 9, 
2020/2/19, , 46, 8, 3, 
2020/2/20, , 28, 7, 4, 
2020/2/21, , 22, 10, 3, 
2020/2/22, , 13, 8, 2, 
2020/2/23, , 15, 7, 9, 
2020/2/24, , 29, 10, 9, 
2020/2/25, , 31, 7, 11, 
2020/2/26, , 35, 13, 7, 
2020/2/27, , 27, 14, 1, 
2020/2/28, , 14, 9, 7, 
2020/2/29, , 14, 10, 5, 
2020/3/1, , 19, 9, 11, 
2020/3/2, , 44, 11, 7, 
2020/3/3, , 30, 11, 4, 
2020/3/4, , 21, 8, 6, 
2020/3/5, , 20, 8, 5, 
2020/3/6, , 16, 4, 13, 
2020/3/7, , 41, 9, 8, 
2020/3/8, , 22, 9, 2, 
2020/3/9, , 10, 7, 4, 
2020/3/10, , 12, 10, 3, 
2020/3/11, , 9, 11, 3, 
2020/3/12, , 13, 9, 8, 
2020/3/13, , 19, 11, 12, 
2020/3/14, , 39, 9, 2, 
2020/3/15, , 15, 8, 2, 
2020/3/16, , 10, 9, 4, 
2020/3/17, , 8, 13, 8, 
2020/3/18, , 32, 13, 4, 
2020/3/19, , 24, 14, 8, 
2020/3/20, , 35, 14, 12, 
2020/3/21, , 41, 14, 7, 
2020/3/22, , 34, 12, 2, 
2020/3/23, , 28, 9, 2, 
2020/3/24, , 14, 7, 3, 
2020/3/25, , 9, 8, 3, 
2020/3/26, , 9, 8, 4, 
2020/3/27, , 11, 8, 3, 
2020/3/28, , 64, 11, 4, 
2020/3/29, , 88, 14, 4, 
2020/3/30, , 61, 15, 4, 
2020/3/31, , 46, 10, 2, 
2020/4/1, , 27, 8, 3, 
2019/11/16, , 47, 1, 9, 
2019/11/17, , 28, 9, 5, 
2019/11/18, , 32, 7, 8, 
2019/11/19, , 28, 4, 9, 
2019/11/20, , 31, 6, 8, 
2019/11/21, , 24, 3, 9, 
2019/11/22, , 7, 5, 6, 
2019/11/23, , 7, 4, 5, 
2019/11/24, , 16, 6, 4, 
2019/11/25, , 16, 6, 6, 
2019/11/26, , 9, 2, 6, 
2019/11/27, , 42, , 9, 
2019/11/28, , 38, 1, 10, 
2019/11/29, , 13, 7, 6, 
2019/11/30, , 17, 9, 6, 
2019/12/1, , 21, 9, 5, 
2019/12/2, , 58, 1, 14, 
2019/12/3, , 33, 5, 7, 
2019/12/4, , 26, 5, 9, 
2019/12/5, , 52, , 13, 
2019/12/6, , 95, 3, 19, 
2019/12/7, , 77, , 18, 
2019/12/8, , 75, 3, 13, 
2019/12/9, , 75, , 16, 
2019/12/10, , 75, , 19, 
2019/12/11, , 56, 2, 13, 
2019/12/12, , 19, 5, 9, 
2019/12/13, , 36, 1, 11, 
2019/12/14, , 25, 4, 9, 
2019/12/15, , 34, 5, 10, 
2019/12/16, , 65, , 16, 
2019/12/17, , 87, , 19, 
2019/12/18, , 110, , 22, 
2019/12/19, , 132, , 28, 
2019/12/20, , 90, , 18, 
2019/12/21, , 30, 10, 9, 
2019/12/22, , 24, 9, 6, 
2019/12/23, , 9, 9, 4, 
2019/12/24, , 7, 6, 2, 
2019/12/25, , 6, 7, 1, 
2019/12/26, , 9, 7, 2, 
2019/12/27, , 8, 7, 2, 
2019/12/28, , 13, 7, 2, 
2019/12/29, , 13, 4, 2, 
2018/11/20, , 16, 1, 17, 
2018/4/2, , 10, 31, 4, 
2018/4/3, , 11, 26, 9, 
2018/4/4, , 30, 26, 21, 
2018/4/5, , 35, 22, 23, 
2018/4/6, , 52, 16, 25, 
2018/4/7, , 17, 18, 6, 
2018/4/8, , 12, 24, 5, 
2018/4/9, , 23, 29, 11, 
2018/4/10, , 20, 31, 8, 
2018/4/11, , 30, 25, 18, 
2018/4/12, , 42, 26, 22, 
2018/4/13, , 43, 29, 19, 
2018/4/14, , 44, 24, 16, 
2018/4/15, , 47, 29, 15, 
2018/4/16, , 30, 28, 8, 
2018/4/17, , 29, 27, 16, 
2018/4/18, , 33, 18, 16, 
2018/4/19, , 26, 23, 10, 
2018/4/20, , 28, 32, 7, 
2018/4/21, , 19, 27, 11, 
2018/4/22, , 24, 32, 15, 
2018/4/23, , 25, 33, 13, 
2018/4/24, , 29, 37, 19, 
2018/4/25, , 34, 34, 18, 
2018/4/26, , 29, 36, 14, 
2018/4/27, , 33, 31, 18, 
2018/4/28, , 35, 20, 18, 
2018/4/29, , 35, 29, 9, 
2018/4/30, , 25, 30, 6, 
2018/5/1, , 25, 23, 14, 
2018/5/2, , 39, 29, 14, 
2018/5/3, , 26, 26, 13, 
2018/5/4, , 40, 23, 15, 
2018/5/5, , 28, 26, 10, 
2018/5/6, , 27, 32, 12, 
2018/5/7, , 24, 33, 7, 
2018/5/8, , 23, 26, 8, 
2018/5/9, , 18, 31, 9, 
2018/5/10, , 19, 37, 10, 
2018/5/11, , 26, 24, 13, 
2018/5/12, , 20, 23, 11, 
2018/5/13, , 22, 27, 12, 
2018/5/14, , 17, 24, 9, 
2018/5/15, , 24, 18, 16, 
2018/1/10, , 9, 6, 15, 
2018/1/11, , 12, 1, 18, 
2018/1/12, , 42, 4, 14, 
2018/1/13, , 23, 9, 10, 
2018/1/14, , 10, 12, 8, 
2018/1/15, , 12, 12, 14, 
2018/1/16, , 19, 7, 25, 
2018/1/17, , 52, 19, 16, 
2018/1/18, , 13, 18, 9, 
2018/1/19, , 9, 5, 31, 
2018/1/20, , 47, 11, 19, 
2018/1/21, , 56, 14, 13, 
2018/1/22, , 20, 15, 8, 
2018/1/23, , 18, 18, 19, 
2018/1/24, , 31, 17, 17, 
2018/1/25, , 33, 4, 38, 
2018/1/26, , 89, 2, 57, 
2018/1/27, , 141, 3, 57, 
2018/1/28, , 145, 16, 37, 
2018/1/29, , 183, 19, 22, 
2018/1/30, , 36, 17, 23, 
2018/1/31, , 38, 15, 26, 
2018/2/1, , 40, 12, 27, 
2018/2/2, , 51, 20, 16, 
2018/2/3, , 33, 21, 6, 
2018/2/4, , 16, 20, 6, 
2018/2/5, , 11, 20, 12, 
2018/2/6, , 27, 15, 20, 
2018/2/7, , 40, 16, 12, 
2018/2/8, , 27, 9, 20, 
2018/2/9, , 40, 17, 13, 
2018/2/10, , 27, 10, 18, 
2018/2/11, , 41, 12, 10, 
2018/2/12, , 12, 14, 19, 
2018/2/13, , 31, 8, 20, 
2018/2/14, , 43, 15, 10, 
2018/2/15, , 15, 20, 12, 
2018/2/16, , 23, 13, 25, 
2018/2/17, , 47, 19, 22, 
2018/2/18, , 58, 14, 18, 
2018/2/19, , 56, 13, 14, 
2018/2/20, , 16, 19, 9, 
2018/2/21, , 11, 19, 10, 
2018/2/22, , 12, 17, 11, 
2018/2/23, , 11, 13, 12, 
2018/2/24, , 12, 10, 9, 
2018/2/25, , 20, 19, 8, 
2018/2/26, , 26, 20, 13, 
2018/2/27, , 18, 24, 17, 
2018/2/28, , 34, 29, 9, 
2018/3/1, , 33, 27, 28, 
2018/3/2, , 55, 27, 34, 
2018/3/3, , 59, 28, 11, 
2018/3/4, , 16, 23, 12, 
2018/3/5, , 24, 21, 11, 
2018/3/6, , 21, 21, 17, 
2018/3/7, , 23, 27, 13, 
2018/3/8, , 19, 20, 18, 
2018/3/9, , 34, 28, 14, 
2018/3/10, , 16, 13, 29, 
2018/3/11, , 55, 23, 27, 
2018/3/12, , 50, 20, 21, 
2018/3/13, , 43, 25, 7, 
2018/3/14, , 13, 23, 12, 
2018/3/15, , 14, 23, 13, 
2018/3/16, , 21, 9, 25, 
2018/3/17, , 43, 25, 11, 
2018/3/18, , 26, 26, 7, 
2018/3/19, , 68, 9, 12, 
2018/3/20, , 13, 15, 14, 
2018/3/21, , 19, 18, 14, 
2018/3/22, , 35, 23, 14, 
2018/3/23, , 18, 25, 13, 
2018/3/24, , 14, 29, 11, 
2018/3/25, , 19, 21, 10, 
2018/3/26, , 18, 20, 13, 
2018/3/27, , 15, 21, 10, 
2018/3/28, , 25, 30, 13, 
2018/3/29, , 27, 24, 27, 
2018/3/30, , 41, 24, 22, 
2018/3/31, , 35, 25, 16, 
2018/4/1, , 31, 31, 4, 
2022/5/31, , , 19, 11, 
2021/7/19, , , 27, 8, 
2021/9/6, , , 22, 7, 
2020/8/6, , , 3, 4, 
2020/8/7, , , 4, 4, 
2020/8/8, , , 1, 4, 
2020/8/9, , , 1, 3, 
2020/8/10, , , 8, 6, 
2020/1/1, , , 7, 2, 
2019/1/1, , , 19, 15, 
2018/1/9, , , 4, 28, 
