date, pm25
2020/8/19, 163
2020/8/20, 158
2020/8/21, 124
2020/8/22, 126
2020/8/23, 141
2020/8/24, 115
2020/8/25, 130
2020/8/26, 172
2020/8/27, 159
2020/8/28, 122
2020/8/29, 187
2020/8/30, 165
2020/8/31, 124
2020/9/1, 111
2020/9/2, 130
2020/9/3, 131
2020/9/4, 95
2020/9/5, 148
2020/9/6, 119
2020/9/7, 100
2020/9/8, 139
2020/9/9, 103
2020/9/10, 103
2020/9/11, 153
2020/9/12, 125
2020/9/13, 132
2020/9/14, 123
2020/9/15, 133
2020/9/16, 123
2020/9/17, 123
2020/9/18, 129
2020/9/19, 140
2020/9/20, 113
2020/9/21, 120
2020/9/22, 124
2020/9/23, 127
2020/9/24, 133
2020/9/25, 142
2020/9/26, 133
2020/9/27, 114
2020/9/28, 109
2020/9/29, 98
2020/9/30, 106
2020/10/1, 80
2020/4/2, 62
2020/4/3, 65
2020/4/4, 60
2020/4/5, 73
2020/4/6, 101
2020/4/7, 76
2020/4/8, 58
2020/4/9, 76
2020/4/10, 78
2020/4/11, 112
2020/4/12, 70
2020/4/13, 79
2020/4/14, 80
2020/4/15, 58
2020/4/16, 61
2020/4/17, 69
2020/4/18, 60
2020/4/19, 66
2020/4/20, 73
2020/4/21, 73
2020/4/22, 77
2020/4/23, 70
2020/4/24, 70
2020/4/25, 67
2020/4/26, 117
2020/4/27, 79
2020/4/28, 68
2020/4/29, 109
2020/4/30, 70
2020/5/1, 68
2020/5/2, 76
2020/5/3, 67
2020/5/4, 57
2020/5/5, 60
2020/5/6, 51
2020/5/7, 52
2020/5/8, 65
2020/5/9, 54
2020/5/10, 57
2020/5/11, 69
2020/5/12, 64
2020/5/13, 73
2020/5/14, 140
2020/5/15, 50
2020/5/16, 69
2020/5/17, 71
2020/5/18, 65
2020/5/19, 111
2020/5/20, 51
2020/5/21, 65
2020/5/22, 101
2020/5/23, 81
2020/5/24, 69
2020/5/25, 99
2020/5/26, 58
2020/5/27, 77
2020/5/28, 84
2020/5/29, 87
2020/5/30, 110
2020/5/31, 94
2020/6/1, 120
2020/6/2, 113
2020/6/3, 82
2020/6/4, 119
2020/6/5, 119
2020/6/6, 129
2020/6/7, 112
2020/6/8, 129
2020/6/9, 76
2020/6/10, 91
2020/6/11, 137
2020/6/12, 93
2020/6/13, 76
2020/6/14, 71
2020/6/15, 104
2020/6/16, 126
2020/6/17, 94
2020/6/18, 72
2020/6/19, 71
2020/6/20, 80
2020/6/21, 82
2020/6/22, 83
2020/6/23, 92
2020/6/24, 85
2020/6/25, 80
2020/6/26, 78
2020/6/27, 99
2020/6/28, 84
2020/6/29, 125
2020/6/30, 114
2020/7/1, 114
2020/1/2, 90
2020/1/3, 101
2020/1/4, 116
2020/1/5, 109
2020/1/6, 99
2020/1/7, 110
2020/1/8, 125
2020/1/9, 159
2020/1/10, 100
2020/1/11, 167
2020/1/12, 164
2020/1/13, 141
2020/1/14, 110
2020/1/15, 215
2020/1/16, 184
2020/1/17, 170
2020/1/18, 174
2020/1/19, 189
2020/1/20, 143
2020/1/21, 171
2020/1/22, 192
2020/1/23, 112
2020/1/24, 139
2020/1/25, 141
2020/1/26, 145
2020/1/27, 146
2020/1/28, 141
2020/1/29, 157
2020/1/30, 131
2020/1/31, 126
2020/2/1, 125
2020/2/2, 100
2020/2/3, 110
2020/2/4, 131
2020/2/5, 117
2020/2/6, 118
2020/2/7, 103
2020/2/8, 104
2020/2/9, 92
2020/2/10, 94
2020/2/11, 86
2020/2/12, 126
2020/2/13, 73
2020/2/14, 81
2020/2/15, 90
2020/2/16, 91
2020/2/17, 81
2020/2/18, 109
2020/2/19, 105
2020/2/20, 131
2020/2/21, 141
2020/2/22, 92
2020/2/23, 93
2020/2/24, 101
2020/2/25, 83
2020/2/26, 92
2020/2/27, 83
2020/2/28, 109
2020/2/29, 92
2020/3/1, 160
2020/3/2, 106
2020/3/3, 88
2020/3/4, 79
2020/3/5, 113
2020/3/6, 79
2020/3/7, 110
2020/3/8, 77
2020/3/9, 114
2020/3/10, 120
2020/3/11, 79
2020/3/12, 108
2020/3/13, 144
2020/3/14, 128
2020/3/15, 88
2020/3/16, 59
2020/3/17, 69
2020/3/18, 84
2020/3/19, 83
2020/3/20, 85
2020/3/21, 67
2020/3/22, 63
2020/3/23, 72
2020/3/24, 64
2020/3/25, 65
2020/3/26, 62
2020/3/27, 74
2020/3/28, 67
2020/3/29, 76
2020/3/30, 84
2020/3/31, 56
2020/4/1, 52
2019/10/2, 79
2019/10/3, 91
2019/10/4, 97
2019/10/5, 90
2019/10/6, 102
2019/10/7, 78
2019/10/8, 72
2019/10/9, 87
2019/10/10, 104
2019/10/11, 107
2019/10/12, 116
2019/10/13, 117
2019/10/14, 112
2019/10/15, 140
2019/10/16, 150
2019/10/17, 130
2019/10/18, 137
2019/10/19, 135
2019/10/20, 136
2019/10/21, 136
2019/10/22, 132
2019/10/23, 135
2019/10/24, 139
2019/10/25, 125
2019/10/26, 127
2019/10/27, 135
2019/10/28, 129
2019/10/29, 81
2019/10/30, 95
2019/10/31, 80
2019/11/1, 82
2019/11/2, 125
2019/11/3, 81
2019/11/4, 82
2019/11/5, 113
2019/11/6, 104
2019/11/7, 96
2019/11/8, 140
2019/11/9, 142
2019/11/10, 139
2019/11/11, 155
2019/11/12, 160
2019/11/13, 161
2019/11/14, 175
2019/11/15, 186
2019/11/16, 189
2019/11/17, 145
2019/11/18, 169
2019/11/19, 189
2019/11/20, 159
2019/11/21, 191
2019/11/22, 161
2019/11/23, 103
2019/11/24, 180
2019/11/25, 140
2019/11/26, 146
2019/11/27, 181
2019/11/28, 188
2019/11/29, 164
2019/11/30, 105
2019/12/1, 138
2019/12/2, 125
2019/12/3, 120
2019/12/4, 159
2019/12/5, 129
2019/12/6, 156
2019/12/7, 180
2019/12/8, 219
2019/12/9, 152
2019/12/10, 221
2019/12/11, 172
2019/12/12, 136
2019/12/13, 123
2019/12/14, 120
2019/12/15, 125
2019/12/16, 105
2019/12/17, 97
2019/12/18, 117
2019/12/19, 142
2019/12/20, 175
2019/12/21, 200
2019/12/22, 157
2019/12/23, 142
2019/12/24, 120
2019/12/25, 129
