date, pm25, o3, no2, so2
2016/6/14, 15, 19, , 
2016/6/15, 38, 23, , 
2016/6/16, 64, 22, , 
2016/6/17, 59, 28, , 
2016/6/18, 50, 27, , 
2016/6/19, 46, 35, , 
2016/6/20, 24, 29, , 
2016/6/21, 32, 28, , 
2016/6/22, 48, 31, , 
2016/6/23, 44, 35, , 
2016/6/24, 25, 29, , 
2016/6/25, 22, 18, , 
2016/6/26, 33, 19, , 
2016/6/27, 34, 28, , 
2016/6/28, 33, 33, 2, 
2016/6/29, 29, 38, 1, 
2016/6/30, 37, 44, 2, 
2016/7/1, 41, 41, 1, 
2016/1/5, 19, 21, 3, 
2016/1/6, 28, 16, 4, 
2016/1/7, 37, 20, 2, 
2016/1/8, 24, 17, 4, 1
2016/1/9, 32, 18, 1, 
2016/1/10, 20, 23, 2, 
2016/1/11, 22, 23, 4, 2
2016/1/12, 22, 27, 6, 
2016/1/13, 29, 36, 4, 
2016/1/14, 32, 32, 3, 
2016/1/15, 26, 26, 7, 
2016/1/16, 21, 21, 2, 
2016/1/17, 22, 25, 4, 
2016/1/18, 26, 19, 4, 
2016/1/19, 26, 31, 2, 1
2016/1/20, 29, 18, 3, 
2016/1/21, 27, 13, 3, 
2016/1/22, 37, 29, 2, 
2016/1/23, 24, 23, 2, 
2016/1/24, 27, 34, 1, 1
2016/1/25, 21, 29, 2, 
2016/1/26, 23, 20, 2, 
2016/1/27, 17, 28, 6, 
2016/1/28, 17, 24, 7, 
2016/1/29, 21, 34, 4, 
2016/1/30, 23, 36, 1, 1
2016/1/31, 26, 32, 2, 
2016/2/1, 28, 32, 5, 
2016/2/2, 30, 30, 1, 
2016/2/3, 21, 29, 2, 
2016/2/4, 16, 25, 8, 
2016/2/5, 25, 32, 4, 1
2016/2/6, 27, 34, 2, 
2016/2/7, 38, 33, 2, 
2016/2/8, 33, 29, 1, 
2016/2/9, 10, 31, 5, 
2016/2/10, 12, 32, 4, 
2016/2/11, 13, 34, 6, 1
2016/2/12, 31, 34, 7, 
2016/2/13, 58, 35, 2, 
2016/2/14, 57, 26, 1, 
2016/2/15, 28, 35, 3, 
2016/2/16, 23, 31, 2, 
2016/2/17, 17, 31, 4, 
2016/2/18, 24, 42, 2, 
2016/2/19, 30, 33, , 
2016/2/20, 30, 23, , 
2016/2/21, 22, 20, , 
2016/2/22, 34, 19, 1, 
2016/2/23, 24, 27, , 
2016/2/24, 13, 30, 1, 
2016/2/25, 12, 31, 3, 
2016/2/26, 15, 32, 4, 
2016/2/27, 20, 43, 1, 
2016/2/28, 26, 33, 1, 
2016/2/29, 26, 30, 1, 
2016/3/1, 30, 32, 1, 
2016/3/2, 18, 34, 3, 
2016/3/3, 18, 35, 2, 
2016/3/4, 30, 33, 6, 
2016/3/5, 15, 46, 3, 
2016/3/6, 43, 40, 1, 
2016/3/7, 39, 32, , 
2016/3/8, 37, 28, , 
2016/3/9, 19, 28, , 
2016/3/10, 16, 23, , 
2016/3/11, 12, 15, 1, 
2016/3/12, 11, 34, , 
2016/3/13, 16, 35, 1, 
2016/3/14, 23, 46, 3, 
2016/3/15, 25, 39, 1, 
2016/3/16, 42, 40, 7, 
2016/3/17, 24, 28, 3, 
2016/3/18, 24, 26, 2, 
2016/3/19, 42, 31, 1, 
2016/3/20, 14, 29, 1, 
2016/3/21, 15, 34, 3, 
2016/3/22, 16, 35, 1, 
2016/3/23, 20, 31, , 
2016/3/24, 29, 33, 2, 
2016/3/25, 21, 37, 4, 
2016/3/26, 25, 43, 1, 1
2016/3/27, 46, 31, 1, 
2016/3/28, 37, 32, 4, 
2016/3/29, 15, 31, 2, 
2016/3/30, 33, 28, , 
2016/3/31, 28, 39, 2, 
2016/4/1, 29, 26, 3, 
2015/10/2, 34, 37, 3, 
2015/10/3, 15, 35, 2, 
2015/10/4, 23, 31, 1, 
2015/10/5, 24, 31, 2, 
2015/10/6, 24, 29, 3, 
2015/10/7, 27, 37, 4, 
2015/10/8, 38, 38, 4, 
2015/10/9, 54, 41, 6, 
2015/10/10, 55, 36, 2, 
2015/10/11, 22, 46, 1, 1
2015/10/12, 37, 55, 1, 1
2015/10/13, 56, 40, 4, 
2015/10/14, 17, 49, 6, 3
2015/10/15, 31, 41, 4, 1
2015/10/16, 40, 45, 4, 1
2015/10/17, 35, 36, 1, 
2015/10/18, 34, 40, 1, 1
2015/10/19, 30, 39, , 1
2015/10/20, 27, 36, 3, 2
2015/10/21, 42, 30, 1, 1
2015/10/22, 28, 26, 1, 
2015/10/23, 27, 20, 1, 1
2015/10/24, 12, 24, , 
2015/10/25, 7, 18, , 
2015/10/26, 10, 26, 1, 
2015/10/27, 14, 35, 2, 
2015/10/28, 17, 38, 3, 
2015/10/29, 22, 35, 6, 
2015/10/30, 27, 29, 1, 
2015/10/31, 44, 28, 1, 
2015/11/1, 15, 13, 1, 
2015/11/2, 17, 24, 2, 
2015/11/3, 14, 24, 2, 
2015/11/4, 36, 28, 1, 
2015/11/5, 35, 20, , 
2015/11/6, 31, 21, 3, 
2015/11/7, 18, 20, 1, 
2015/11/8, 17, 28, 1, 
2015/11/9, 17, 28, 3, 2
2015/11/10, 29, 32, 2, 
2015/11/11, 38, 28, 2, 
2015/11/12, 26, 26, 4, 
2015/11/13, 17, 28, 6, 
2015/11/14, 25, 27, 3, 
2015/11/15, 37, 26, , 
2015/11/16, 24, 23, 1, 
2015/11/17, 34, 29, 1, 
2015/11/18, 11, 25, 2, 
2015/11/19, 12, 30, 4, 
2015/11/20, 29, 31, 2, 1
2015/11/21, 32, 25, 1, 
2015/11/22, 19, 30, 3, 
2015/11/23, 19, 31, 5, 2
2015/11/24, 28, 34, 2, 1
2015/11/25, 30, 28, 1, 1
2015/11/26, 34, 27, , 
2015/11/27, 24, 24, , 
2015/11/28, 7, 8, 1, 
2015/11/29, 6, 4, 2, 
2015/11/30, 7, 13, 5, 
2015/12/1, 10, 12, 4, 
2015/12/2, 12, 27, 6, 
2015/12/3, 14, 28, 7, 
2015/12/4, 23, 26, 5, 
2015/12/5, 27, 27, 4, 
2015/12/6, 37, 28, 4, 
2015/12/7, 44, 28, 11, 
2015/12/8, 34, 39, 4, 
2015/12/9, 41, 17, 8, 
2015/12/10, 30, 27, 4, 
2015/12/11, 45, 27, 2, 
2015/12/12, 48, 23, 1, 
2015/12/13, 22, 25, , 
2015/12/14, 8, 25, 2, 
2015/12/15, 11, 23, 2, 
2015/12/16, 15, 20, 5, 
2015/12/17, 12, 25, 7, 
2015/12/18, 17, 21, 2, 
2015/12/19, 17, 29, 2, 2
2015/12/20, 27, 24, 1, 7
2015/12/21, 28, 23, 5, 
2015/12/22, 24, 29, 5, 2
2015/12/23, 35, 27, 2, 1
2015/12/24, 22, 31, 3, 2
2015/12/25, 35, 25, 1, 1
2015/12/26, 35, 17, , 
2015/12/27, 37, 12, , 
2015/12/28, 8, 20, 1, 
2015/12/29, 9, 18, 2, 
2015/12/30, 13, 20, 4, 
2015/12/31, 25, 25, 3, 
2016/1/1, 22, , , 
2016/1/4, 20, 25, 4, 
2015/7/2, 31, 22, , 
2015/7/3, 49, 20, , 
2015/7/4, 68, 21, , 
2015/7/5, 53, 19, , 
2015/7/6, 60, 22, , 
2015/7/7, 70, 19, 1, 
2015/7/8, 58, 20, , 
2015/7/9, 73, 24, 1, 
2015/7/10, 76, 24, 1, 
2015/7/11, 70, 24, , 
2015/7/12, 62, 22, , 
2015/7/13, 29, 25, 1, 
2015/7/14, 42, 29, 1, 
2015/7/15, 55, 27, 1, 
2015/7/16, 36, 29, 1, 
2015/7/17, 30, 24, 1, 
2015/7/18, 30, 22, 1, 
2015/7/19, 36, 27, , 
2015/7/20, 35, 25, 1, 
2015/7/21, 39, 31, 1, 
2015/7/22, 38, 22, 2, 
2015/7/23, 41, 25, 1, 
2015/7/24, 50, 26, 1, 
2015/7/25, 48, 43, 1, 
2015/7/26, 38, 34, , 
2015/7/27, 39, 34, 1, 
2015/7/28, 43, 29, 1, 
2015/7/29, 47, 25, 1, 
2015/7/30, 53, 40, 2, 
2015/7/31, 53, 50, 2, 1
2015/8/1, 39, 47, 2, 
2015/8/2, 27, 43, 1, 
2015/8/3, 30, 46, 2, 
2015/8/4, 41, 55, 1, 
2015/8/5, 54, 27, , 
2015/8/6, 28, 29, 1, 
2015/8/7, 43, 29, 1, 
2015/8/8, 45, 34, , 
2015/8/9, 41, 36, , 1
2015/8/10, 49, 38, 2, 
2015/8/11, 42, 32, 9, 
2015/8/12, 54, 41, 4, 
2015/8/13, 39, 43, 2, 
2015/8/14, 39, 43, 2, 
2015/8/15, 44, 47, 1, 
2015/8/16, 44, 44, 1, 
2015/8/17, 53, 43, 3, 
2015/8/18, 42, 33, 1, 
2015/8/19, 21, 35, 2, 
2015/8/20, 26, 13, 6, 
2015/8/21, 15, 30, 2, 
2015/8/22, 25, 29, 2, 
2015/8/23, 29, 29, 1, 
2015/8/24, 34, 37, 4, 
2015/8/25, 42, 36, 2, 
2015/8/26, 39, 39, 3, 
2015/8/27, 31, 52, 4, 
2015/8/28, 41, 52, 3, 
2015/8/29, 53, 56, 2, 
2015/8/30, 57, 44, 1, 
2015/8/31, 45, 41, 2, 
2015/9/1, 43, 33, 2, 
2015/9/2, 34, 37, 1, 
2015/9/3, 16, 31, 2, 
2015/9/4, 25, 34, 1, 
2015/9/5, 36, 23, 1, 
2015/9/6, 36, 24, , 
2015/9/7, 44, 27, 1, 
2015/9/8, 41, 34, 1, 
2015/9/9, 40, 25, 3, 
2015/9/10, 22, 36, , 
2015/9/11, 27, 41, , 
2015/9/12, 25, 34, , 
2015/9/13, 13, 38, , 
2015/9/14, 19, 43, , 
2015/9/15, 28, 30, , 
2015/9/16, 36, 32, , 
2015/9/17, 22, 31, 2, 
2015/9/18, 28, 35, 2, 1
2015/9/19, 28, 21, 2, 
2015/9/20, 30, , 2, 
2015/9/21, 29, , 3, 
2015/9/22, 39, 41, 3, 
2015/9/23, 40, 48, 4, 
2015/9/24, 34, 41, 7, 
2015/9/25, 42, 41, 6, 
2015/9/26, 48, 48, 6, 1
2015/9/27, 47, 45, 9, 
2015/9/28, 57, 36, , 
2015/9/29, 48, 32, 4, 
2015/9/30, 34, 39, 3, 
2015/10/1, 38, 31, 2, 
2015/4/2, 47, 27, , 
2015/4/3, 52, 34, , 
2015/4/4, 49, 33, 1, 
2015/4/7, 40, 27, , 
2015/4/8, 47, 22, , 1
2015/4/9, 47, 30, 1, 
2015/4/10, 42, 27, 2, 
2015/4/11, 10, 35, 1, 
2015/4/12, 28, 23, , 
2015/4/13, 44, 25, , 
2015/4/14, 17, 19, 3, 
2015/4/15, 13, 36, 2, 
2015/4/16, 12, 32, 2, 
2015/4/17, 32, 32, 1, 
2015/4/18, 22, 37, 1, 
2015/4/19, 14, 39, 1, 
2015/4/20, 14, 34, 2, 
2015/4/21, 11, 28, 3, 
2015/4/22, 22, 34, 1, 
2015/4/23, 39, 26, 1, 
2015/4/24, 33, 24, 1, 
2015/4/25, 39, 40, 1, 
2015/4/26, 19, 32, , 
2015/4/27, 38, 33, 1, 
2015/4/28, 49, 31, 1, 
2015/5/1, 46, 53, 4, 
2015/5/2, 38, 50, 2, 1
2015/5/3, 49, 43, , 
2015/5/4, 36, 40, 1, 
2015/5/5, 37, 32, , 
2015/5/6, 33, 31, , 
2015/5/7, 30, 27, 1, 
2015/5/8, 37, 27, , 
2015/5/9, 52, 26, , 
2015/5/10, 56, 29, , 
2015/5/11, 61, 26, 1, 
2015/5/12, 16, 24, 1, 
2015/5/13, 16, 19, , 
2015/5/14, 23, 24, , 
2015/5/15, 37, 16, , 
2015/5/16, 36, 24, , 
2015/5/17, 49, 29, , 
2015/5/18, 31, 26, 1, 
2015/5/19, 43, 22, , 
2015/5/20, 40, 26, 1, 
2015/5/21, 34, 17, 1, 
2015/5/22, 13, 27, 1, 
2015/5/23, 13, 20, , 
2015/5/27, 58, 39, 1, 
2015/5/29, 49, 33, , 
2015/5/30, 22, 35, , 
2015/5/31, 18, 31, , 
2015/6/1, 12, 32, , 
2015/6/2, 20, 41, 1, 
2015/6/3, 32, 43, , 
2015/6/4, 42, 47, 1, 
2015/6/5, 50, 40, 2, 
2015/6/6, 55, 42, 1, 
2015/6/7, 58, 47, 1, 
2015/6/8, 55, 32, 1, 
2015/6/9, 30, 36, 3, 
2015/6/10, 29, 44, 2, 
2015/6/11, 38, 27, 1, 
2015/6/12, 36, 24, , 
2015/6/13, 21, 26, , 
2015/6/14, 30, 21, , 1
2015/6/15, 24, 18, , 1
2015/6/16, 21, 13, 1, 
2015/6/17, 26, 20, , 
2015/6/18, 23, 24, , 
2015/6/19, 27, 23, , 
2015/6/20, 48, 19, , 
2015/6/21, 53, 14, , 
2015/6/22, 44, 18, , 
2015/6/23, 63, 22, 1, 
2015/6/24, 47, 29, 2, 
2015/6/25, 44, 30, 1, 
2015/6/26, 31, 26, 1, 
2015/6/27, 25, 35, 1, 
2015/6/28, 17, 39, 1, 
2015/6/29, 24, 27, 1, 
2015/6/30, 44, 32, , 
2015/7/1, 47, 25, , 
2015/1/2, 22, 12, 3, 
2015/1/3, 8, 16, 3, 
2015/1/4, 12, 24, 1, 
2015/1/5, 18, 24, 3, 2
2015/1/6, 10, 19, 7, 
2015/1/7, 25, 27, 2, 
2015/1/8, 16, 23, 3, 1
2015/1/9, 10, 26, 4, 1
2015/1/11, 9, 17, 3, 
2015/1/12, 12, 12, 3, 
2015/1/13, 18, 16, 3, 
2015/1/14, 17, 17, 4, 
2015/1/15, 15, 20, 8, 
2015/1/16, 23, 27, , 
2015/1/17, 19, 30, 4, 1
2015/1/18, 20, 31, 5, 
2015/1/19, 18, 35, 5, 1
2015/1/20, 15, 29, 6, 
2015/1/21, 37, 30, 2, 
2015/1/22, 17, 27, 1, 
2015/1/23, 10, 24, 2, 
2015/1/24, 11, 20, 6, 
2015/1/25, 15, 29, 2, 
2015/1/26, 11, 28, 7, 
2015/1/27, 13, 23, 11, 
2015/1/28, 19, 40, 4, 2
2015/1/29, 31, 26, 2, 
2015/1/30, 19, 25, 2, 
2015/1/31, 18, 23, 1, 
2015/2/1, 35, 18, 1, 
2015/2/2, 26, 23, 2, 
2015/2/3, 16, 24, 4, 1
2015/2/4, 27, 20, 4, 2
2015/2/5, 37, 16, 3, 
2015/2/6, 24, 18, 6, 
2015/2/7, 26, 31, 2, 
2015/2/8, 19, 28, 4, 
2015/2/9, 35, 29, 10, 
2015/2/10, 30, 33, 3, 1
2015/2/11, 41, 36, 4, 1
2015/2/12, 53, 27, 2, 
2015/2/13, 30, 33, 4, 1
2015/2/14, 35, 39, 3, 
2015/2/15, 33, 28, 2, 
2015/2/16, 45, 25, 1, 
2015/2/17, 25, 25, 3, 
2015/2/18, 22, 30, 5, 
2015/2/19, 16, 32, 2, 
2015/2/20, 17, 29, 1, 
2015/2/21, 23, 25, 1, 
2015/2/22, 23, 21, 1, 
2015/2/23, 17, 24, 1, 
2015/2/24, 22, 24, 2, 
2015/2/25, 21, 21, 3, 
2015/2/26, 18, 28, 2, 
2015/2/27, 22, 24, 3, 
2015/2/28, 19, 23, 2, 
2015/3/1, 26, 20, 2, 
2015/3/2, 26, 18, 2, 
2015/3/3, 25, 7, 4, 
2015/3/4, 16, 27, 4, 
2015/3/5, 15, 33, 1, 
2015/3/6, 23, 37, 8, 
2015/3/7, 22, 39, 4, 2
2015/3/8, 20, 29, 2, 
2015/3/9, 22, 22, 3, 
2015/3/10, 7, 21, 2, 
2015/3/11, 9, 27, 4, 
2015/3/12, 11, 21, 3, 
2015/3/13, 20, 19, 2, 
2015/3/14, 10, 27, 1, 
2015/3/15, 24, 24, 1, 
2015/3/16, 19, 32, 3, 
2015/3/17, 21, 25, 2, 
2015/3/18, 33, 18, 6, 
2015/3/19, 31, 19, 3, 
2015/3/20, 36, 12, 2, 
2015/3/21, 18, 24, 2, 
2015/3/22, 23, 30, 1, 
2015/3/23, 10, 34, 3, 
2015/3/24, 16, 37, 1, 
2015/3/25, 25, 38, 1, 1
2015/3/26, 20, 30, 1, 
2015/3/27, 16, 33, 6, 
2015/3/28, 20, 44, 2, 1
2015/3/29, 27, 35, , 
2015/3/30, 23, 24, 2, 
2015/3/31, 34, 30, , 
2015/4/1, 31, 27, 1, 
2014/10/2, 28, 24, 2, 
2014/10/3, 33, 36, 4, 
2014/10/4, 10, 33, 3, 1
2014/10/5, 9, 37, 2, 2
2014/10/6, 27, 38, 2, 
2014/10/7, 20, 33, 2, 
2014/10/8, 28, 27, 1, 
2014/10/9, 27, 29, 1, 
2014/10/10, 23, 24, 1, 
2014/10/11, 36, 10, 2, 
2014/10/12, 7, 17, 2, 
2014/10/13, 26, 29, 1, 
2014/10/14, 10, 30, 4, 
2014/10/15, 11, 39, 6, 
2014/10/16, 19, 46, 3, 
2014/10/17, 27, 40, 3, 
2014/10/18, 30, 39, 3, 
2014/10/19, 41, 34, 2, 1
2014/10/20, 38, 34, 4, 
2014/10/21, 44, 43, 6, 1
2014/10/22, 50, 40, 4, 
2014/10/23, 48, 35, 3, 
2014/10/24, 42, 43, 3, 1
2014/10/25, 53, 45, 2, 
2014/10/26, 49, 51, 1, 1
2014/10/27, 42, 34, 1, 
2014/10/28, 18, 23, 3, 
2014/10/29, 30, 30, 3, 
2014/10/30, 11, 34, 5, 2
2014/10/31, 30, 27, 4, 
2014/11/1, 17, 29, 1, 
2014/11/2, 14, 30, 1, 
2014/11/3, 23, 36, 1, 
2014/11/4, 31, 26, 1, 2
2014/11/5, 19, 14, 2, 
2014/11/6, 8, 28, 4, 
2014/11/7, 11, 28, 5, 1
2014/11/8, 11, 28, 3, 
2014/11/9, 18, 29, 2, 
2014/11/10, 17, 37, 2, 1
2014/11/11, 17, 21, 1, 
2014/11/12, 16, 22, 1, 
2014/11/13, 15, 21, 1, 
2014/11/14, 12, 22, 3, 
2014/11/15, 17, 22, 2, 1
2014/11/16, 34, 14, 1, 
2014/11/17, 26, 27, 4, 
2014/11/18, 15, 30, 5, 
2014/11/19, 24, 32, 4, 
2014/11/20, 26, 29, 3, 
2014/11/21, 27, 25, 1, 
2014/11/22, 22, 28, , 
2014/11/23, 28, 28, , 
2014/11/24, 11, 23, 5, 
2014/11/25, 14, 27, 9, 
2014/11/26, 22, 25, 4, 
2014/11/27, 15, 27, 3, 
2014/11/28, 14, 35, 2, 
2014/11/29, 24, 29, , 
2014/11/30, 13, 26, , 
2014/12/1, 16, 14, 2, 
2014/12/2, 15, 14, 4, 10
2014/12/3, 16, 14, 3, 3
2014/12/4, 33, 16, 3, 7
2014/12/5, 41, 21, 1, 
2014/12/6, 30, 25, 2, 
2014/12/7, 13, 17, 2, 
2014/12/8, 24, 15, 6, 
2014/12/9, 26, 16, 8, 
2014/12/10, 24, 15, 9, 1
2014/12/11, 43, 16, 3, 
2014/12/12, 48, 24, 3, 
2014/12/13, 30, 28, 2, 2
2014/12/14, 41, 26, 1, 1
2014/12/15, 28, 18, 3, 
2014/12/16, 9, 16, 5, 
2014/12/17, 9, 9, 5, 
2014/12/18, 19, 4, 4, 
2014/12/19, 24, 9, 3, 
2014/12/20, 32, 6, 3, 
2014/12/21, 28, 18, 2, 
2014/12/22, 26, 21, 4, 
2014/12/23, 20, 27, 3, 
2014/12/24, 10, 20, 2, 
2014/12/25, 11, 31, 1, 
2014/12/26, 11, 23, 1, 2
2014/12/27, 22, 14, 1, 
2014/12/28, 11, 19, 2, 
2014/12/29, 11, , , 
2014/7/2, 71, 37, 1, 
2014/7/3, 65, 35, 1, 
2014/7/4, 19, 35, 2, 
2014/7/8, 67, 26, 1, 
2014/7/9, 46, 29, 1, 
2014/7/10, 61, 27, 1, 
2014/7/11, 52, 27, 1, 
2014/7/12, 56, 33, 1, 
2014/7/13, 76, 36, 1, 
2014/7/14, 52, 34, 2, 
2014/7/15, 40, 37, 5, 
2014/7/16, 23, 42, 2, 
2014/7/17, 42, 22, 2, 
2014/7/18, 39, 24, 1, 
2014/7/19, 10, 29, 1, 
2014/7/20, 29, 39, 1, 
2014/7/21, 53, 36, 2, 
2014/7/22, 59, 39, 2, 6
2014/7/23, 70, 46, 3, 
2014/7/24, 36, 44, 2, 
2014/7/25, 21, 50, 2, 
2014/7/26, 49, 30, 1, 
2014/7/27, 56, 30, , 
2014/7/28, 50, 36, 2, 
2014/7/29, 43, 33, 3, 
2014/7/30, 27, 36, 2, 
2014/7/31, 47, 28, 2, 
2014/8/1, 31, 24, 1, 
2014/8/2, 17, 36, 2, 
2014/8/3, 47, 41, 2, 
2014/8/4, 59, 42, 2, 
2014/8/5, 62, 33, 2, 
2014/8/6, 56, 36, 1, 
2014/8/7, 38, 31, 1, 
2014/8/8, 54, 32, 1, 
2014/8/9, 37, 31, 1, 
2014/8/10, 40, 26, 2, 
2014/8/11, 40, 44, 4, 
2014/8/12, 27, 35, 4, 
2014/8/13, 25, 36, 4, 
2014/8/14, 31, 38, 3, 2
2014/8/15, 41, 42, 1, 
2014/8/16, 51, 31, 1, 
2014/8/17, 74, 13, 3, 
2014/8/19, 50, 33, 1, 
2014/8/20, 38, 31, 1, 
2014/8/21, 61, 25, 1, 
2014/8/22, 58, 29, , 
2014/8/23, 62, 26, 1, 
2014/8/24, 53, 28, , 
2014/8/25, 39, 32, 2, 2
2014/8/26, 46, 41, 3, 1
2014/8/27, 54, 50, 2, 
2014/8/28, 40, 36, 2, 
2014/8/29, 33, 34, 2, 
2014/8/30, 19, 41, 2, 
2014/8/31, 21, 34, 1, 
2014/9/1, 22, 26, 1, 
2014/9/2, 43, 27, 1, 
2014/9/3, 27, 29, 1, 
2014/9/4, 25, 31, 2, 
2014/9/5, 26, 34, 2, 
2014/9/6, 32, 34, 2, 
2014/9/7, 30, 33, 2, 
2014/9/8, 37, 42, 3, 1
2014/9/9, 58, 44, 3, 
2014/9/10, 46, 26, 1, 
2014/9/11, 17, 26, 2, 
2014/9/12, 23, 14, 2, 
2014/9/13, 17, 12, 1, 
2014/9/14, 18, 27, 1, 
2014/9/15, 31, 25, 3, 
2014/9/16, 34, 31, 3, 
2014/9/17, 48, 28, 2, 
2014/9/18, 43, 25, 2, 
2014/9/19, 18, 30, 2, 
2014/9/20, 27, 35, 1, 
2014/9/21, 35, 38, 3, 1
2014/9/22, 52, 35, 2, 
2014/9/23, 24, 39, 3, 
2014/9/24, 31, 43, 4, 
2014/9/25, 42, 49, 3, 
2014/9/26, 47, 44, 4, 
2014/9/27, 49, 42, 2, 
2014/9/30, 26, 26, 3, 1
2014/10/1, 36, 29, 2, 1
2014/4/2, 47, 21, 1, 1
2014/4/3, 48, 20, , 1
2014/4/4, 56, 33, 2, 
2014/4/5, 6, 27, 2, 
2014/4/6, 21, 28, 1, 
2014/4/7, 19, 30, 3, 
2014/4/8, 19, 37, 3, 
2014/4/9, 13, 44, 4, 1
2014/4/10, 25, 40, 1, 
2014/4/11, 21, 36, 1, 
2014/4/12, 32, 34, , 
2014/4/13, 36, 28, 1, 
2014/4/14, 47, 30, 1, 
2014/4/15, 13, 38, 6, 
2014/4/16, 15, 38, 2, 
2014/4/17, 25, 36, 3, 
2014/4/18, 41, 44, 5, 
2014/4/19, 47, 38, 2, 
2014/4/20, 46, 38, 2, 
2014/4/21, 45, 33, 1, 
2014/4/22, 36, 40, 4, 
2014/4/23, 24, 46, 3, 
2014/4/24, 48, 42, 2, 
2014/4/25, 33, 42, 3, 
2014/4/26, 10, 30, 1, 
2014/4/27, 54, 27, , 
2014/4/28, 66, 39, 3, 
2014/4/29, 41, 37, 1, 
2014/4/30, 14, 37, 2, 
2014/5/1, 14, 43, 6, 
2014/5/2, 19, 45, 4, 
2014/5/3, 25, 47, 2, 
2014/5/4, 32, 49, 1, 1
2014/5/5, 28, 51, 1, 1
2014/5/6, 31, 52, 1, 1
2014/5/7, 39, 40, 1, 2
2014/5/8, 44, 35, 1, 1
2014/5/9, 39, 28, 1, 
2014/5/10, 2, 33, 1, 3
2014/5/11, 2, 27, , 
2014/5/12, 2, 30, 1, 
2014/5/13, 21, 25, 1, 
2014/5/14, 8, 37, 1, 
2014/5/15, 12, 45, 1, 
2014/5/16, 23, 53, 2, 
2014/5/17, 29, 45, 1, 
2014/5/18, 35, 40, 1, 
2014/5/19, 35, 39, 1, 
2014/5/20, 36, 36, 1, 
2014/5/21, 36, 33, 1, 
2014/5/22, 34, 29, 2, 
2014/5/23, 37, 30, 2, 
2014/5/24, 41, 29, 1, 
2014/5/25, 40, 24, , 1
2014/5/26, 39, 25, 1, 1
2014/5/27, 36, 40, 1, 
2014/5/28, 13, 45, 2, 
2014/5/29, 18, 35, 3, 
2014/5/30, 26, 29, 2, 
2014/5/31, 24, 33, 1, 
2014/6/1, 46, 31, , 
2014/6/2, 38, 26, , 1
2014/6/3, 27, 22, , 
2014/6/4, 18, 26, , 
2014/6/5, 23, 22, , 
2014/6/6, 17, 22, , 
2014/6/7, 47, 19, , 
2014/6/8, 31, 24, 1, 
2014/6/9, 33, 44, 2, 
2014/6/10, 27, 41, 3, 
2014/6/11, 18, 47, 3, 
2014/6/12, 32, 27, 2, 
2014/6/13, 41, 38, 2, 
2014/6/14, 34, 33, 1, 
2014/6/15, 36, 24, , 1
2014/6/16, 47, 25, 1, 
2014/6/17, 64, 20, 1, 
2014/6/18, 53, 22, 1, 
2014/6/19, 47, 23, , 
2014/6/20, 40, 31, 1, 
2014/6/21, 43, 20, 1, 
2014/6/22, 52, 12, 1, 
2014/6/23, 68, 45, 1, 
2014/6/24, 37, 27, 2, 
2014/6/25, 29, 19, 1, 
2014/6/26, 25, 23, 1, 
2014/6/27, 32, 22, , 
2014/6/28, 30, 19, , 
2014/6/29, 47, 19, , 
2014/6/30, 67, 21, , 
2014/7/1, 80, 27, 1, 
2014/1/2, 33, 24, 4, 
2014/1/3, 21, 26, 6, 1
2014/1/4, 17, 32, 2, 1
2014/1/5, 25, 28, 1, 
2014/1/6, 26, 26, 2, 
2014/1/7, 13, 28, 3, 
2014/1/8, 14, 26, 3, 1
2014/1/9, 25, 18, 4, 
2014/1/10, 36, 21, 1, 
2014/1/11, 19, 28, 9, 
2014/1/12, 17, 34, 1, 1
2014/1/13, 19, 26, 2, 
2014/1/14, 13, 27, 4, 
2014/1/15, 15, 21, 6, 
2014/1/16, 11, 23, 6, 
2014/1/17, 15, 28, 4, 
2014/1/18, 14, 33, 2, 1
2014/1/19, 26, 29, 1, 
2014/1/20, 17, 40, 3, 1
2014/1/21, 30, 29, 3, 
2014/1/22, 10, 25, 4, 1
2014/1/23, 24, 25, 2, 
2014/1/24, 22, 22, 3, 
2014/1/25, 11, 21, 4, 
2014/1/26, 24, 36, 3, 2
2014/1/27, 35, 26, 2, 
2014/1/28, 19, 26, 3, 
2014/1/29, 15, 28, 7, 1
2014/1/30, 20, 27, 4, 2
2014/1/31, 19, 30, 1, 
2014/2/1, 27, 23, 3, 
2014/2/2, 35, 17, 3, 
2014/2/3, 26, 19, , 
2014/2/4, 29, 12, 4, 
2014/2/5, 23, 26, , 
2014/2/6, 25, 23, , 
2014/2/7, 15, 18, , 
2014/2/8, 29, 18, 1, 1
2014/2/9, 41, 17, 1, 1
2014/2/10, 51, 16, 1, 
2014/2/11, 27, 26, 2, 
2014/2/12, 30, 28, 4, 
2014/2/13, 23, 33, 5, 
2014/2/14, 27, 35, 2, 
2014/2/15, 17, 34, 1, 1
2014/2/16, 10, 36, , 1
2014/2/17, 41, 32, 1, 
2014/2/18, 34, 33, 3, 
2014/2/19, 38, 22, , 
2014/2/20, 41, 30, 1, 
2014/2/21, 34, 34, 3, 1
2014/2/22, 11, 41, 1, 2
2014/2/23, 27, 35, , 
2014/2/24, 41, 24, 2, 1
2014/2/25, 44, 21, 2, 1
2014/2/26, 43, 27, 2, 
