date, pm25, pm10, no2, so2, co
2020/11/3, 127, , , , 
2020/11/4, 103, , , , 
2020/11/5, 84, , , , 
2020/11/6, 129, , , , 
2020/11/7, 138, , , , 
2020/11/8, 113, , , , 
2020/11/9, 104, , , , 
2020/11/10, 78, , , , 
2020/11/11, 52, , , , 
2020/11/12, 101, , , , 
2020/11/13, 70, , , , 
2020/11/14, 79, , , , 
2020/11/15, 113, , , , 
2020/11/16, 98, 41, , 30, 2
2020/11/17, 46, 14, , 40, 
2020/11/18, 65, 11, , 43, 
2020/11/19, 69, 13, 1, 29, 
2020/11/20, 62, 26, , 2, 
2020/11/21, 90, 53, , 3, 2
2020/11/22, 119, 156, , 4, 14
2020/11/23, 174, 80, , 5, 8
2020/11/24, 168, 120, , 5, 11
2020/11/25, 182, 130, , 5, 14
2020/11/26, 199, 110, , 8, 19
2020/11/27, 134, 127, 14, 7, 12
2020/11/28, 189, 58, 9, , 4
2020/11/29, 102, 25, , , 1
2020/11/30, 48, 48, , , 3
2020/12/1, 129, 62, , , 2
2020/12/2, 152, 122, , , 12
2020/12/3, 180, 142, , , 27
2020/12/4, 193, , , , 29
2020/12/5, 149, , , , 4
2020/12/6, 121, , , , 4
2020/12/7, 168, 74, 11, 1, 5
2020/12/8, 143, 73, 13, 3, 6
2020/12/9, 151, 101, , 17, 13
2020/12/10, 180, 189, , 7, 27
2020/12/11, 223, 70, , 5, 9
2020/12/12, 193, 72, , 6, 5
2020/12/13, 166, 55, , 7, 1
2020/12/14, 144, 57, , 7, 1
2020/12/15, 155, 59, , 8, 
2020/12/16, 142, 78, , 9, 
2020/12/17, 152, 103, , 11, 2
2020/12/18, 172, 176, , 14, 12
2020/12/19, 230, 223, , 18, 34
2020/12/20, 168, 97, 6, 7, 13
2020/12/21, 101, 33, 11, 1, 5
2020/12/22, 76, 88, 20, 2, 29
2020/12/23, 181, 99, 35, 2, 36
2020/12/24, 243, 113, 38, 1, 25
2020/12/25, 289, 111, 37, 2, 25
2020/12/26, 246, 109, 35, 2, 19
2020/12/27, 199, 105, 32, 1, 17
2020/12/28, 157, 145, 45, 2, 30
2020/12/29, 232, 53, 10, 2, 14
2020/12/30, 180, , , 1, 30
2020/12/31, 249, 147, 2, 1, 19
2021/1/1, 204, 172, , 1, 16
2021/1/2, 214, 93, , 1, 8
2021/1/3, 166, 121, , 1, 14
2021/1/4, 178, 147, , 1, 18
2020/7/2, 31, , , , 
2020/7/3, 47, , , , 
2020/7/4, 37, , , , 
2020/7/5, 30, , , , 
2020/7/6, 35, , , , 
2020/7/7, 26, , , , 
2020/7/8, 20, , , , 
2020/7/9, 47, , , , 
2020/7/10, 37, , , , 
2020/7/11, 32, , , , 
2020/7/12, 19, , , , 
2020/7/13, 22, , , , 
2020/7/14, 37, , , , 
2020/7/15, 38, , , , 
2020/7/16, 31, , , , 
2020/7/17, 40, , , , 
2020/7/18, 24, , , , 
2020/7/19, 31, , , , 
2020/7/20, 19, , , , 
2020/7/21, 33, , , , 
2020/7/22, 26, , , , 
2020/7/23, 25, , , , 
2020/7/24, 32, , , , 
2020/7/25, 47, , , , 
2020/7/26, 24, , , , 
2020/7/27, 30, , , , 
2020/7/28, 33, , , , 
2020/7/29, 31, , , , 
2020/7/30, 20, , , , 
2020/7/31, 23, , , , 
2020/8/1, 47, , , , 
2020/8/2, 36, , , , 
2020/8/3, 37, , , , 
2020/8/4, 37, , , , 
2020/8/5, 35, , , , 
2020/8/6, 35, , , , 
2020/8/7, 43, , , , 
2020/8/8, 57, , , , 
2020/8/9, 54, , , , 
2020/8/10, 47, , , , 
2020/8/11, 30, , , , 
2020/8/12, 31, , , , 
2020/8/13, 46, , , , 
2020/8/14, 40, , , , 
2020/8/15, 43, , , , 
2020/8/16, 51, , , , 
2020/8/17, 53, , , , 
2020/8/18, 52, , , , 
2020/8/19, 42, , , , 
2020/8/20, 34, , , , 
2020/8/21, 49, , , , 
2020/8/22, 31, , , , 
2020/8/23, 41, , , , 
2020/8/24, 45, , , , 
2020/8/25, 82, , , , 
2020/8/26, 78, , , , 
2020/8/27, 74, , , , 
2020/8/28, 41, , , , 
2020/8/29, 26, , , , 
2020/8/30, 40, , , , 
2020/8/31, 49, , , , 
2020/9/1, 61, , , , 
2020/9/2, 63, , , , 
2020/9/3, 48, , , , 
2020/9/4, 41, , , , 
2020/9/5, 25, , , , 
2020/9/6, 53, , , , 
2020/9/7, 48, , , , 
2020/9/8, 34, , , , 
2020/9/9, 51, , , , 
2020/9/10, 56, , , , 
2020/9/11, 51, , , , 
2020/9/12, 58, , , , 
2020/9/13, 62, , , , 
2020/9/14, 48, , , , 
2020/9/15, 59, , , , 
2020/9/16, 41, , , , 
2020/9/17, 66, , , , 
2020/9/18, 57, , , , 
2020/9/19, 33, , , , 
2020/9/20, 44, , , , 
2020/9/21, 35, , , , 
2020/9/22, 26, , , , 
2020/9/23, 45, , , , 
2020/9/24, 61, , , , 
2020/9/25, 55, , , , 
2020/9/26, 51, , , , 
2020/9/27, 37, , , , 
2020/9/28, 48, , , , 
2020/9/29, 46, , , , 
2020/9/30, 54, , , , 
2020/10/1, 69, , , , 
2020/4/2, 73, , , , 
2020/4/3, 27, , , , 
2020/4/4, 76, , , , 
2020/4/5, 48, , , , 
2020/4/6, 43, , , , 
2020/4/7, 49, , , , 
2020/4/8, 59, , , , 
2020/4/9, 48, , , , 
2020/4/10, 34, , , , 
2020/4/11, 39, , , , 
2020/4/12, 93, , , , 
2020/4/13, 73, , , , 
2020/4/14, 44, , , , 
2020/4/15, 42, , , , 
2020/4/16, 29, , , , 
2020/4/17, 56, , , , 
2020/4/18, 68, , , , 
2020/4/19, 42, , , , 
2020/4/20, 38, , , , 
2020/4/21, 39, , , , 
2020/4/22, 54, , , , 
2020/4/23, 30, , , , 
2020/4/24, 32, , , , 
2020/4/25, 32, , , , 
2020/4/26, 42, , , , 
2020/4/27, 57, , , , 
2020/4/28, 59, , , , 
2020/4/29, 63, , , , 
2020/4/30, 33, , , , 
2020/5/1, 19, , , , 
2020/5/2, 17, , , , 
2020/5/3, 44, , , , 
2020/5/4, 31, , , , 
2020/5/5, 17, , , , 
2020/5/6, 31, , , , 
2020/5/7, 29, , , , 
2020/5/8, 45, , , , 
2020/5/9, 30, , , , 
2020/5/10, 32, , , , 
2020/5/11, 30, , , , 
2020/5/12, 26, , , , 
2020/5/13, 40, , , , 
2020/5/14, 29, , , , 
2020/5/15, 41, , , , 
2020/5/16, 21, , , , 
2020/5/17, 50, , , , 
2020/5/18, 49, , , , 
2020/5/19, 62, , , , 
2020/5/20, 27, , , , 
2020/5/21, 26, , , , 
2020/5/22, 47, , , , 
2020/5/23, 34, , , , 
2020/5/24, 32, , , , 
2020/5/25, 36, , , , 
2020/5/26, 44, , , , 
2020/5/27, 67, , , , 
2020/5/28, 47, , , , 
2020/5/29, 47, , , , 
2020/5/30, 38, , , , 
2020/5/31, 35, , , , 
2020/6/1, 24, , , , 
2020/6/2, 50, , , , 
2020/6/3, 53, , , , 
2020/6/9, 35, , , , 
2020/6/10, 28, , , , 
2020/6/11, 30, , , , 
2020/6/12, 33, , , , 
2020/6/13, 36, , , , 
2020/6/16, 55, , , , 
2020/6/17, 24, , , , 
2020/6/18, 36, , , , 
2020/6/19, 45, , , , 
2020/6/20, 36, , , , 
2020/6/21, 40, , , , 
2020/6/22, 37, , , , 
2020/6/23, 56, , , , 
2020/6/24, 39, , , , 
2020/6/25, 31, , , , 
2020/6/26, 35, , , , 
2020/6/27, 40, , , , 
2020/6/28, 41, , , , 
2020/6/29, 37, , , , 
2020/6/30, 25, , , , 
2020/7/1, 51, , , , 
2020/2/11, 17, , , , 
2020/2/12, 54, , , , 
2020/2/13, 167, , , , 
2020/2/14, 88, , , , 
2020/2/15, 89, , , , 
2020/2/16, 134, , , , 
2020/2/17, 77, , , , 
2020/2/18, 94, , , , 
2020/2/19, 104, , , , 
2020/2/20, 86, , , , 
2020/2/21, 152, , , , 
2020/2/22, 161, , , , 
2020/2/23, 81, , , , 
2020/2/24, 64, , , , 
2020/2/25, 132, , , , 
2020/2/26, 103, , , , 
2020/2/27, 100, , , , 
2020/2/28, 67, , , , 
2020/2/29, 51, , , , 
2020/3/1, 55, , , , 
2020/3/3, 106, , , , 
2020/3/4, 70, , , , 
2020/3/5, 99, , , , 
2020/3/6, 111, , , , 
2020/3/7, 49, , , , 
2020/3/8, 48, , , , 
2020/3/9, 103, , , , 
2020/3/10, 133, , , , 
2020/3/11, 75, , , , 
2020/3/12, 63, , , , 
2020/3/13, 117, , , , 
2020/3/14, 99, , , , 
2020/3/15, 104, , , , 
2020/3/16, 125, , , , 
2020/3/17, 83, , , , 
2020/3/18, 64, , , , 
2020/3/19, 74, , , , 
2020/3/20, 78, , , , 
2020/3/21, 75, , , , 
2020/3/22, 91, , , , 
2020/3/23, 20, , , , 
2020/3/28, 114, , , , 
2020/3/29, 99, , , , 
2020/3/30, 50, , , , 
2020/3/31, 76, , , , 
2020/4/1, 81, , , , 
2022/12/7, , 111, , 1, 11
2022/12/8, , 112, , 1, 11
2022/12/9, , 47, , 1, 5
2022/12/10, , 65, , 1, 15
2022/12/11, , 91, , 1, 19
2022/12/12, , 126, , 1, 25
2022/12/13, , 154, 10, 1, 18
2022/7/2, , 14, 19, 2, 4
2022/7/3, , 11, 23, 2, 3
2022/7/4, , 11, 23, 2, 3
2022/7/5, , 22, 22, 2, 3
2022/7/6, , 22, 20, 2, 4
2022/7/7, , 21, 17, 1, 1
2022/7/8, , 17, 24, 1, 3
2022/7/9, , 29, 24, 2, 5
2022/7/10, , 13, 16, 2, 3
2022/7/11, , 11, 15, 1, 3
2022/7/12, , 14, 19, 1, 5
2022/7/13, , 12, 18, 2, 4
2022/7/14, , 15, 5, 2, 5
2022/7/15, , 15, , 2, 4
2022/7/16, , 23, , 2, 6
2022/7/17, , 17, , 2, 5
2022/7/18, , 11, , 2, 4
2022/7/19, , 17, , 2, 4
2022/7/20, , 18, , 2, 8
2022/7/21, , 17, , 1, 6
2022/7/22, , 25, 7, 1, 6
2022/7/23, , 34, 25, 2, 7
2022/7/24, , 24, 26, 1, 5
2022/7/25, , 16, , 2, 6
2022/7/26, , 21, , 2, 4
2022/7/27, , 25, , 2, 8
2022/7/28, , 22, , 1, 11
2022/7/29, , 26, 20, 1, 3
2022/7/30, , 25, 24, 2, 4
2022/7/31, , 17, 22, 1, 4
2022/8/1, , 13, 21, 2, 4
2022/8/2, , 17, 24, 2, 3
2022/8/3, , 15, 24, 2, 4
2022/8/4, , 20, 32, 1, 3
2022/8/5, , 21, 28, 1, 5
2022/8/6, , 14, 34, 2, 5
2022/8/7, , 19, 32, 2, 5
2022/8/8, , 16, 26, 2, 3
2022/8/9, , 19, 24, 1, 3
2022/8/10, , 10, 19, 1, 3
2022/8/11, , 21, 22, 1, 4
2022/8/12, , 24, 31, 2, 5
2022/8/13, , 26, 31, 1, 4
2022/8/14, , 26, 6, 2, 5
2022/8/15, , 22, , 1, 3
2022/8/16, , 15, , 1, 5
2022/8/17, , 16, , 2, 4
2022/8/18, , 12, , 2, 5
2022/8/19, , 11, , 2, 6
2022/8/20, , 11, , 2, 5
2022/8/21, , 11, , 1, 3
2022/8/22, , 9, , 1, 4
2022/8/23, , 14, , 1, 4
2022/8/24, , 16, , 2, 4
2022/8/25, , 15, , 2, 5
2022/8/26, , 24, , 2, 4
2022/8/27, , 21, , 1, 7
2022/8/28, , 14, 5, 1, 5
2022/8/29, , 11, 34, 2, 5
2022/8/30, , 29, 29, 1, 4
2022/8/31, , 19, 36, 2, 6
2022/9/1, , 14, 41, 2, 6
2022/9/2, , 14, 51, 3, 7
2022/9/3, , 9, 53, 2, 7
2022/9/4, , 15, 53, 2, 5
2022/9/5, , 12, 46, 2, 6
2022/9/6, , 21, 60, 2, 7
2022/5/3, , 21, 23, 2, 5
2022/5/4, , 28, 18, 2, 5
2022/5/5, , 11, 19, 2, 6
2022/5/6, , 18, 19, 2, 6
2022/5/7, , 22, 19, 2, 7
2022/5/8, , 18, 23, 2, 5
2022/5/9, , 32, 21, 2, 6
2022/5/10, , 18, 21, 2, 5
2022/5/11, , 11, 17, 2, 5
2022/5/12, , 13, 19, 2, 6
2022/5/13, , 26, 32, 2, 6
2022/5/14, , 22, 18, 1, 5
2022/5/15, , 15, 13, 2, 4
2022/5/16, , 19, 24, 2, 5
2022/5/17, , 21, 30, 2, 7
2022/5/18, , 15, 27, 2, 7
2022/5/19, , 16, 20, 1, 6
2022/5/20, , 22, 26, 2, 7
2022/5/21, , 19, 20, 1, 4
2022/5/22, , 12, 17, 1, 4
2022/5/23, , 16, 14, 2, 4
2022/5/24, , 33, 27, 2, 8
2022/5/25, , 32, 27, 2, 7
2022/5/26, , 28, 30, 2, 6
2022/5/27, , 19, 28, 2, 8
2022/5/28, , 18, 15, 1, 3
2022/5/29, , 16, 15, 1, 4
2022/5/30, , 28, 22, 1, 6
2022/5/31, , 11, 19, 1, 4
2022/6/1, , 9, 16, 2, 3
2022/6/2, , 12, 16, 2, 4
2022/6/3, , 11, 20, 2, 5
2022/6/4, , 10, 14, 2, 4
2022/6/5, , 6, 21, 2, 5
2022/6/6, , 10, 24, 1, 6
2022/6/7, , 13, 22, 2, 5
2022/6/8, , 17, 26, 2, 6
2022/6/9, , 17, 30, 1, 5
2022/6/10, , 22, 32, 1, 4
2022/6/11, , 21, 30, 1, 6
2022/6/12, , 20, 24, 1, 5
2022/6/13, , 20, 19, 2, 5
2022/6/14, , 12, 17, 2, 5
2022/6/15, , 13, 22, 2, 5
2022/6/16, , 13, 24, 2, 6
2022/6/17, , 16, 30, 2, 7
2022/6/18, , 14, 32, 2, 5
2022/6/19, , 16, 18, 1, 3
2022/6/20, , 16, 31, 2, 6
2022/6/21, , 23, 16, 1, 4
2022/6/22, , 16, 19, 2, 4
2022/6/23, , 18, 17, 1, 5
2022/6/24, , 13, 18, 1, 5
2022/6/25, , 16, 15, 1, 5
2022/6/26, , 14, 19, 1, 4
2022/6/27, , 14, 28, 2, 5
2022/6/28, , 13, 17, 2, 3
2022/6/29, , 22, 21, 1, 4
2022/6/30, , 25, 22, 1, 5
2022/7/1, , 16, 18, 2, 4
2021/10/12, , 36, , 1, 5
2021/10/13, , 37, , 1, 10
2021/10/14, , 60, , 2, 10
2021/10/15, , 67, , 2, 13
2021/10/16, , 49, , 2, 9
2021/10/17, , 35, , 2, 8
2021/10/18, , 48, , 2, 11
2021/10/19, , 63, 12, 2, 13
2021/10/20, , 42, 36, 2, 13
2021/10/21, , 52, 10, 2, 8
2021/10/22, , 27, 14, 1, 3
2021/10/23, , 26, 14, 1, 6
2021/10/24, , 54, 27, 1, 11
2021/10/25, , 61, 28, 1, 9
2021/10/26, , 33, 36, 1, 11
2021/10/27, , 28, 28, 1, 7
2021/10/28, , 44, 37, 1, 12
2021/10/29, , 43, 28, 1, 8
2021/10/30, , 26, 16, 1, 5
2021/10/31, , 43, 28, 1, 8
2021/11/1, , 53, 31, 1, 9
2021/11/2, , 40, 41, 1, 11
2021/11/3, , 22, 27, 1, 5
2021/11/4, , 17, 12, 1, 4
2021/7/2, , 29, 26, 1, 7
2021/7/3, , 23, 23, 1, 4
2021/7/4, , 8, 17, 1, 3
2021/7/5, , 8, 17, 1, 3
2021/7/6, , 23, 21, 1, 5
2021/7/7, , 22, 23, 1, 4
2021/7/8, , 30, 22, 1, 4
2021/8/3, , 14, 27, 2, 3
2021/8/22, , 20, 16, 1, 5
2021/8/23, , 18, 17, 2, 5
2021/9/5, , 25, 26, 2, 5
2021/9/6, , 18, 33, 3, 5
2021/9/7, , 30, 46, 2, 7
2021/9/8, , 33, 46, 2, 6
2021/9/10, , 22, 19, 1, 2
2021/6/7, , 20, 19, 1, 4
2021/6/24, , 16, 16, 2, 3
2021/6/25, , 25, 13, 1, 3
2021/6/26, , 22, 16, 1, 3
2021/6/27, , 7, 14, 1, 4
2021/6/28, , 17, 24, 2, 5
2021/6/29, , 13, 20, 1, 4
2021/6/30, , 28, 26, 1, 5
2021/7/1, , 31, 26, 2, 4
2021/9/9, , , 35, 2, 5
