date, pm25, pm10, no2, so2, co
2018/6/22, 73, , , , 
2018/6/23, 73, , , , 
2018/6/24, 61, , , , 
2018/6/25, 69, , , , 
2018/6/26, 64, , , , 
2018/6/27, 75, , , , 
2018/6/28, 66, , , , 
2018/6/29, 64, , , , 
2018/6/30, 58, , , , 
2018/7/1, 72, , , , 
2023/4/2, , 7, 5, , 2
2023/4/3, , 6, 8, , 3
2023/4/4, , 7, 10, , 4
2023/4/5, , 8, 16, , 5
2023/4/6, , 10, 14, , 4
2023/4/7, , 8, 16, , 5
2023/4/8, , 17, 8, 1, 3
2023/4/9, , 6, 21, 1, 8
2023/4/10, , 20, 20, , 7
2023/4/11, , 23, , , 
2023/1/3, , 8, 3, 1, 2
2023/1/4, , 5, 5, , 2
2023/1/5, , 6, 8, , 2
2023/1/6, , 6, 12, , 3
2023/1/7, , 6, 4, , 1
2023/1/8, , 6, 3, 7, 2
2023/1/9, , 9, 8, 7, 3
2023/1/10, , 6, 14, 2, 5
2023/1/11, , 9, 12, 1, 4
2023/1/12, , 8, 9, , 3
2023/1/13, , 6, 8, , 3
2023/1/14, , 3, 8, , 2
2023/1/15, , 4, 12, , 3
2023/1/16, , 6, 25, , 6
2023/1/17, , 8, 36, 2, 12
2023/1/18, , 30, 41, 6, 12
2023/1/19, , 56, 41, 3, 14
2023/1/20, , 49, 35, 1, 9
2023/1/21, , 22, 38, 3, 14
2023/1/22, , 48, 19, 1, 4
2023/1/23, , 20, 19, 1, 4
2023/1/24, , 12, 23, 2, 6
2023/1/25, , 25, 10, , 3
2023/1/26, , 7, 10, 3, 4
2023/1/27, , 21, 10, 2, 4
2023/1/28, , 28, 8, 2, 3
2023/1/29, , 20, 13, 1, 3
2023/1/30, , 17, 17, 2, 3
2023/1/31, , 16, 41, 3, 13
2023/2/1, , 53, 59, 5, 29
2023/2/2, , 92, 42, 6, 22
2023/2/3, , 72, 23, 3, 7
2023/2/4, , 39, 21, 3, 6
2023/2/5, , 32, 18, 3, 6
2023/2/6, , 29, 34, 3, 13
2023/2/7, , 58, 18, 1, 5
2023/2/8, , 17, 27, 2, 8
2023/2/9, , 40, 21, 2, 8
2023/2/10, , 37, 16, 1, 5
2023/2/11, , 32, 18, 3, 5
2023/2/12, , 26, 21, 3, 7
2023/2/13, , 35, 16, 1, 4
2023/2/14, , 19, 32, 2, 10
2023/2/15, , 37, 29, 2, 7
2023/2/16, , 32, 31, 2, 12
2023/2/17, , 52, 18, 2, 4
2023/2/18, , 17, 14, , 4
2023/2/19, , 14, 17, 1, 4
2023/2/20, , 21, 6, , 2
2023/2/21, , 8, 10, , 2
2023/2/22, , 11, 8, , 2
2023/2/23, , 10, 5, , 2
2023/2/24, , 7, 6, , 2
2023/2/25, , 7, 7, , 3
2023/2/26, , 10, 6, , 2
2023/2/27, , 9, 8, 1, 3
2023/2/28, , 12, 5, , 2
2023/3/1, , 8, 4, , 2
2023/3/2, , 9, 6, , 2
2023/3/3, , 6, 9, , 2
2023/3/4, , 6, 5, , 2
2023/3/5, , 5, 11, , 3
2023/3/6, , 9, 6, , 2
2023/3/7, , 8, 8, , 2
2023/3/8, , 10, 7, , 3
2023/3/9, , 8, 9, , 3
2023/3/10, , 9, 10, , 3
2023/3/11, , 10, 16, , 4
2023/3/12, , 10, 10, , 3
2023/3/13, , 12, 10, , 3
2023/3/14, , 7, 10, , 3
2023/3/15, , 9, 7, , 2
2023/3/16, , 5, 11, , 3
2023/3/17, , 10, 13, 2, 3
2023/3/18, , 15, 17, 1, 5
2023/3/19, , 25, 10, 8, 2
2023/3/20, , 9, 12, 1, 3
2023/3/21, , 7, 14, , 3
2023/3/22, , 10, 14, 1, 3
2023/3/23, , 11, 12, , 3
2023/3/24, , 10, 13, , 3
2023/3/25, , 13, 8, , 3
2023/3/26, , 11, 9, , 3
2023/3/27, , 8, 14, , 4
2023/3/28, , 9, 11, , 3
2023/3/29, , 9, 10, , 3
2023/3/30, , 10, 6, , 2
2023/3/31, , 5, 7, , 3
2023/4/1, , 7, 7, , 3
2022/12/9, , 36, 21, 5, 7
2022/12/10, , 15, 13, 1, 4
2022/12/11, , 13, 14, 1, 4
2022/12/12, , 15, 17, 1, 4
2022/12/18, , 24, 21, 1, 6
2022/12/19, , 14, 13, 3, 3
2022/12/20, , 13, 10, , 3
2022/12/23, , 20, 13, 2, 5
2022/12/24, , 7, 9, , 2
2022/12/25, , 9, 18, , 5
2022/12/26, , 45, 39, 3, 16
2022/12/27, , 22, 22, 2, 6
2022/12/28, , 26, 26, 2, 8
2022/12/29, , 32, 21, 3, 6
2022/12/30, , 27, 18, 2, 6
2022/12/31, , 11, 6, 2, 2
2023/1/1, , 43, 11, 1, 4
2022/7/18, , 8, 13, 8, 3
2022/7/19, , 16, 19, 8, 4
2022/7/20, , 21, 25, 8, 4
2022/7/21, , 15, 11, 8, 3
2022/8/21, , 14, 13, 12, 5
2022/8/22, , 7, 8, 12, 3
2022/8/23, , 9, 6, 12, 2
2022/8/24, , 12, 6, 12, 3
2022/8/25, , 17, 12, 12, 4
2022/8/26, , 21, 18, 12, 6
2022/8/27, , 28, 16, 12, 6
2022/8/28, , 18, 5, 12, 3
2022/4/15, , 28, 14, 5, 3
2022/4/16, , 28, 11, 5, 3
2022/4/17, , 35, 8, 5, 3
2022/4/18, , 92, 16, 7, 5
2022/2/2, , 15, 19, 5, 3
2022/2/3, , 44, 31, 12, 7
2021/12/14, , 29, 32, 7, 7
2021/8/10, , 32, 5, , 5
2021/2/6, , 17, 5, 4, 2
2021/2/7, , 8, 2, 1, 2
2021/2/8, , 11, 5, 1, 3
2021/2/10, , 11, 10, 3, 3
2021/2/11, , 39, 15, 10, 6
2023/1/2, , , 4, 1, 2
