date, pm25, pm10, so2, co
2018/1/27, 34, 13, , 3
2018/1/28, 34, 8, , 3
2018/1/29, 27, 7, , 3
2018/1/30, 27, 8, , 4
2018/1/31, 27, 16, , 3
2018/2/1, 42, 14, , 4
2018/2/2, 24, 17, , 4
2018/2/3, 31, 19, , 3
2018/2/4, 31, 15, , 3
2018/2/5, 25, 8, , 4
2018/2/6, 23, 8, , 4
2018/2/7, 22, 9, , 4
2018/2/8, 25, 16, , 3
2018/2/9, 25, 19, , 3
2018/2/10, 31, 18, , 3
2018/2/11, 29, 5, , 3
2018/2/12, 23, 9, , 4
2018/2/13, 27, 18, , 4
2018/2/14, 47, 9, , 4
2018/2/15, 23, 8, , 4
2018/2/16, 32, 9, , 4
2018/2/17, 31, 7, , 4
2018/2/18, 27, 5, , 3
2018/2/19, 15, 8, , 3
2018/2/20, 34, 9, , 4
2018/2/21, 19, 12, , 5
2018/2/22, 40, 11, , 4
2018/2/23, 25, 14, , 4
2018/2/24, 30, 15, , 4
2018/2/25, 27, 15, , 4
2018/2/26, 31, 16, , 4
2018/2/27, 32, 27, , 3
2018/2/28, 43, 24, , 4
2018/3/1, 40, 20, , 4
2018/3/2, 38, 14, , 4
2018/3/3, 24, 14, , 4
2018/3/4, 26, 16, , 3
2018/3/5, 33, 13, , 3
2018/3/6, 24, 14, , 3
2018/3/7, 23, 8, , 3
2018/3/8, 16, 10, , 3
2018/3/9, 24, 13, , 3
2018/3/10, 28, 11, , 3
2018/3/11, 22, 14, , 3
2018/3/12, 29, 11, , 4
2018/3/13, 23, 9, , 4
2018/3/14, 22, 14, , 4
2018/3/15, 30, 13, 3, 4
2018/3/16, 40, 9, , 5
2018/3/17, 32, 3, , 4
2018/3/18, 23, 3, , 4
2018/3/19, 21, 8, , 4
2018/3/20, 28, 14, , 4
2017/10/2, 53, 6, , 5
2017/10/3, 39, 6, , 5
2017/10/4, 12, , , 5
2017/10/5, 12, 9, , 4
2017/10/6, 14, 11, , 5
2017/10/7, 21, 12, , 5
2017/10/8, 25, 8, , 5
2017/10/9, 18, 5, , 5
2017/10/10, 15, 3, , 5
2017/10/11, 9, 6, , 5
2017/10/12, 15, 5, , 5
2017/10/13, 11, 10, , 5
2017/10/14, 20, 10, , 5
2017/10/15, 16, 15, , 
2017/10/16, 24, 16, , 5
2017/10/17, 27, 17, , 5
2017/10/18, 28, 14, , 5
2017/10/19, 23, 13, , 5
2017/10/20, 16, 10, , 4
2017/10/21, 17, 13, , 3
2017/10/22, 15, 9, , 3
2017/10/23, 19, 13, , 4
2017/10/24, 30, 12, 1, 3
2017/10/25, 20, 12, , 3
2017/10/26, 15, 10, , 4
2017/10/27, 15, 7, , 4
2017/10/28, 12, 6, , 4
2017/10/29, 11, 4, , 4
2017/10/31, 42, 5, , 4
2017/11/1, 18, , , 4
2017/11/2, 35, 19, , 4
2017/11/3, 44, 10, , 3
2017/11/4, 38, 7, , 3
2017/11/5, 26, 12, , 3
2017/11/6, 23, 14, , 3
2017/11/7, 31, 7, , 4
2017/11/8, 24, 6, , 4
2017/11/9, 25, 6, , 4
2017/11/10, 20, 4, , 4
2017/11/11, 24, 4, , 3
2017/11/12, 13, 7, , 3
2017/11/13, 26, 5, , 4
2017/11/14, 17, 7, , 4
2017/11/15, 15, 13, , 4
2017/11/16, 14, 15, , 3
2017/11/17, 22, 8, , 4
2017/11/18, 18, 7, , 4
2017/11/19, 25, 11, , 4
2017/11/20, 25, 12, , 4
2017/11/21, 29, 10, , 5
2017/11/22, 20, 14, , 4
2017/11/23, 34, 15, , 4
2017/11/24, 29, 9, , 4
2017/11/25, 16, 8, , 4
2017/11/26, 16, 13, , 4
2017/11/27, 26, 13, , 4
2017/11/28, 26, 11, , 5
2017/11/29, 22, 10, , 5
2017/11/30, 26, 11, , 5
2017/12/1, 24, 8, , 5
2017/12/2, 24, 14, , 5
2017/12/3, 24, 21, , 4
2017/12/4, 36, 15, , 4
2017/12/5, 26, 23, , 3
2017/12/6, 22, 23, , 4
2017/12/7, 36, 13, , 4
2017/12/8, 32, 9, , 5
2017/12/9, 31, 6, 1, 3
2017/12/10, 22, 8, , 3
2017/12/11, 26, 9, 1, 4
2017/12/12, 25, 12, , 3
2017/12/13, 35, 13, , 3
2017/12/14, 30, 11, , 3
2017/12/15, 20, 11, , 4
2017/12/16, 22, 7, , 4
2017/12/17, 28, 12, , 4
2017/12/18, 23, 26, , 5
2017/12/19, 27, 3, , 4
2017/12/20, 21, 4, , 4
2017/12/21, 13, 6, , 4
2017/12/22, 19, 7, , 4
2017/12/23, 18, 6, , 4
2017/12/24, 19, 5, , 4
2017/12/25, 26, 5, , 4
2017/12/26, 18, 7, , 5
2017/12/27, 21, 7, , 5
2017/12/28, 25, 7, , 5
2017/12/29, 22, 3, , 5
2017/12/30, 18, 6, , 4
2017/12/31, 18, 9, , 4
2018/1/1, 26, 10, , 4
2017/7/2, 10, 8, , 3
2017/7/3, 10, 10, , 3
2017/7/4, 14, 17, , 3
2017/7/5, 17, 14, , 3
2017/7/6, 21, 6, , 3
2017/7/7, 11, 8, , 3
2017/7/8, 11, 5, , 3
2017/7/9, 13, 6, , 3
2017/7/10, 9, 8, , 3
2017/7/11, 9, 7, , 4
2017/7/12, 14, 7, , 4
2017/7/13, 12, 13, , 4
2017/7/14, 16, 10, , 4
2017/7/15, 11, 7, , 
2017/7/16, 15, 6, , 
2017/7/17, 13, 9, , 4
2017/7/18, 10, 9, , 4
2017/7/19, 11, 11, , 4
2017/7/20, 12, 16, , 4
2017/7/21, 17, 14, , 4
2017/7/22, 13, 12, , 4
2017/7/23, 12, 8, , 4
2017/7/24, 12, 8, , 5
2017/7/25, 11, 7, , 4
2017/7/26, 12, 13, , 4
2017/7/27, 11, 9, , 4
2017/7/28, 12, 11, , 5
2017/7/29, 15, 11, , 5
2017/7/30, 16, 7, , 4
2017/7/31, 8, 10, , 4
2017/8/1, 11, 7, , 5
2017/8/2, 19, 11, , 5
2017/8/3, 13, 6, , 5
2017/8/4, 12, 9, , 5
2017/8/5, 15, 15, , 5
2017/8/6, 13, 11, , 4
2017/8/7, 9, 9, , 4
2017/8/8, 10, 7, , 5
2017/8/9, 14, 6, , 5
2017/8/10, 9, 10, , 5
2017/8/11, 8, 11, , 5
2017/8/12, 11, 11, , 5
2017/8/13, 11, 9, , 
2017/8/14, 15, 9, , 5
2017/8/15, 12, 10, , 5
2017/8/16, 12, 9, , 5
2017/8/17, 11, 6, , 5
2017/8/18, 16, 6, , 5
2017/8/19, 8, 5, , 5
2017/8/20, 10, 7, , 5
2017/8/21, 7, 7, , 6
2017/8/22, 7, 11, , 6
2017/8/23, 11, 15, , 6
2017/8/24, 15, 14, , 5
2017/8/25, 21, 9, , 5
2017/8/26, 19, 8, , 5
2017/8/27, 15, 7, , 5
2017/8/28, 13, 4, , 6
2017/8/29, 13, 3, , 6
2017/8/30, 13, 8, , 6
2017/8/31, 13, 8, , 6
2017/9/1, 7, 5, , 6
2017/9/2, 5, 4, , 6
2017/9/3, 11, 6, , 6
2017/9/4, 9, 10, , 6
2017/9/5, 14, , , 7
2017/9/10, 11, 11, , 4
2017/9/11, 12, 14, , 4
2017/9/12, 14, 12, , 4
2017/9/13, 14, 11, , 4
2017/9/14, 18, 12, , 4
2017/9/15, 20, 7, , 4
2017/9/16, 11, 11, , 4
2017/9/17, 11, 14, , 
2017/9/18, 14, 17, , 3
2017/9/19, 19, 12, , 4
2017/9/20, 12, 14, , 4
2017/9/21, 15, 13, , 4
2017/9/22, 12, 9, , 4
2017/9/23, 10, 8, , 4
2017/9/24, 12, 6, , 4
2017/9/25, 11, 6, , 4
2017/9/26, 10, 5, , 4
2017/9/27, 7, 7, , 4
2017/9/28, 11, 3, , 4
2017/9/29, 15, 3, , 5
2017/9/30, 9, , , 5
2017/10/1, 24, , 1, 5
2017/4/3, 22, 20, , 
2017/4/4, 28, 14, , 6
2017/4/5, 20, 9, , 6
2017/4/6, 17, 11, , 7
2017/4/7, 17, 11, , 6
2017/4/8, 17, 12, , 6
2017/4/9, 16, 13, , 7
2017/4/10, 28, 14, , 7
2017/4/11, 27, 11, , 7
2017/4/12, 12, 9, , 7
2017/4/13, 18, 8, , 7
2017/4/14, 12, 8, , 7
2017/4/15, 15, 9, , 7
2017/4/16, 18, 5, , 7
2017/4/17, 15, 11, , 7
2017/4/18, 22, 16, , 7
2017/4/19, 29, 13, , 8
2017/4/20, 23, 10, , 7
2017/4/21, 16, 7, , 7
2017/4/22, 16, 10, , 7
2017/4/23, 14, 13, , 7
2017/4/24, 16, 14, , 7
2017/4/25, 22, 10, , 7
2017/4/26, 19, 11, , 7
2017/4/27, 12, 9, , 7
2017/4/28, 15, 9, , 8
2017/4/29, 16, 9, , 7
2017/4/30, 19, 5, , 7
2017/5/1, 12, 12, , 8
2017/5/2, 21, 16, , 8
2017/5/3, 24, 10, , 8
2017/5/4, 17, 8, , 7
2017/5/5, 15, 11, , 7
2017/5/6, 18, 14, , 7
2017/5/7, 19, 14, , 7
2017/5/8, 24, 10, , 8
2017/5/9, 18, 10, , 8
2017/5/10, 23, 13, , 8
2017/5/11, 20, 9, , 7
2017/5/12, 17, 14, , 8
2017/5/13, 21, 11, , 8
2017/5/14, 17, 15, , 7
2017/5/15, 19, 15, , 7
2017/5/16, 27, 16, , 8
2017/5/17, 20, 14, , 8
2017/5/18, 23, 9, , 8
2017/5/19, 14, 7, , 9
2017/5/20, 15, 7, , 8
2017/5/21, 15, 4, , 8
2017/5/22, 11, 8, , 8
2017/5/23, 16, 8, , 2
2017/5/24, 14, 9, , 2
2017/5/25, 17, 6, , 2
2017/5/26, 11, 7, , 2
2017/5/27, 15, 10, , 
2017/5/28, 17, 7, , 2
2017/5/29, 9, 7, , 
2017/5/30, 14, 10, , 
2017/5/31, 17, 15, , 
2017/6/1, 21, 14, , 2
2017/6/2, 21, 12, , 2
2017/6/3, 21, 7, , 2
2017/6/4, 13, 8, , 2
2017/6/5, 15, 6, , 2
2017/6/6, 11, 8, , 2
2017/6/7, 15, 8, , 2
2017/6/8, 13, 4, , 2
2017/6/9, 9, 2, , 2
2017/6/10, 11, 3, , 3
2017/6/11, 8, 5, , 3
2017/6/12, 8, 5, , 2
2017/6/13, 10, 5, , 2
2017/6/14, 9, 6, , 13
2017/6/15, 7, 11, , 2
2017/6/16, 12, 9, , 3
2017/6/17, 17, 7, , 2
2017/6/18, 13, 4, , 3
2017/6/19, 11, 7, , 2
2017/6/20, 11, 11, , 3
2017/6/21, 15, 9, , 3
2017/6/22, 15, 11, , 2
2017/6/23, 15, 8, , 3
2017/6/24, 15, 6, , 3
2017/6/25, 8, 10, , 3
2017/6/26, 14, 12, , 3
2017/6/27, 15, 15, , 3
2017/6/28, 16, 17, , 3
2017/6/29, 23, 12, , 3
2017/6/30, 12, 13, , 3
2017/7/1, 11, 9, , 3
2017/1/3, 12, 6, , 6
2017/1/4, 6, 6, , 7
2017/1/5, 8, 7, , 6
2017/1/6, 11, 8, , 6
2017/1/7, 9, 8, , 7
2017/1/8, 12, 7, , 6
2017/1/9, 5, 12, , 7
2017/1/10, 20, 13, , 7
2017/1/11, 29, 19, 1, 7
2017/1/12, 39, 19, 1, 6
2017/1/13, 41, 17, , 4
2017/1/14, 30, 19, 1, 3
2017/1/15, 40, 16, 1, 4
2017/1/16, 30, 10, , 4
2017/1/17, 11, 10, , 3
2017/1/18, 9, 10, , 4
2017/1/19, 11, 14, , 4
2017/1/20, 11, 9, , 4
2017/1/21, 17, 15, , 3
2017/1/22, 31, 29, , 3
2017/1/23, 42, 15, , 4
2017/1/24, 20, 8, , 4
2017/1/25, 10, 8, , 4
2017/1/26, 12, 11, , 4
2017/1/27, 8, 11, , 5
2017/1/28, 12, 8, , 4
2017/1/29, 11, 18, , 3
2017/1/30, 22, 22, , 3
2017/1/31, 22, 20, , 4
2017/2/1, 22, 26, , 4
2017/2/2, 28, 21, , 5
2017/2/3, 29, 25, , 5
2017/2/4, 50, 23, 1, 5
2017/2/5, 57, 16, , 4
2017/2/6, 29, 13, , 5
2017/2/7, 10, 21, , 5
2017/2/8, 23, 18, , 5
2017/2/9, 17, 11, , 5
2017/2/10, 13, 15, , 5
2017/2/11, 21, 15, , 5
2017/2/12, 12, 14, , 5
2017/2/13, 12, 16, , 5
2017/2/14, 15, 14, , 5
2017/2/15, 9, 7, , 5
2017/2/16, 5, 7, , 5
2017/2/17, 14, 10, , 6
2017/2/18, 11, 12, , 5
2017/2/19, 19, 26, , 5
2017/2/20, 37, 25, , 
2017/2/21, 35, 16, , 5
2017/2/22, 15, 16, , 
2017/2/23, 19, 13, , 
2017/2/24, 19, 8, , 5
2017/2/25, 13, 4, , 5
2017/2/26, 14, 3, , 6
2017/2/27, 13, 6, 1, 5
2017/2/28, 17, 14, , 6
2017/3/1, 20, 13, , 6
2017/3/2, 14, 14, , 6
2017/3/3, 15, 11, , 6
2017/3/4, 17, 14, , 
2017/3/5, 17, 8, , 6
2017/3/6, 16, 17, , 6
2017/3/7, 28, 9, , 6
2017/3/8, 15, 9, , 6
2017/3/9, 16, 10, , 6
2017/3/10, 19, 18, 2, 6
2017/3/11, 50, 13, 1, 6
2017/3/12, 36, 11, 1, 6
2017/3/13, 32, 20, 2, 6
2017/3/14, 57, 13, 1, 7
2017/3/15, 34, 8, , 6
2017/3/16, 13, 7, , 6
2017/3/17, 13, 12, , 6
2017/3/18, 25, 10, , 6
2017/3/19, 15, 6, , 6
2017/3/20, 9, 5, 2, 12
2017/3/21, 12, 14, , 6
2017/3/22, 22, 12, , 6
2017/3/23, 13, , , 
2016/10/2, 10, , , 
2016/10/4, 16, 14, , 7
2016/10/5, 19, 17, , 7
2016/10/6, 18, 14, , 7
2016/10/7, 13, 10, , 7
2016/10/8, 10, 9, , 7
2016/10/9, 10, 7, , 7
2016/10/10, 8, 7, , 8
2016/10/11, 11, 13, , 7
2016/10/12, 14, 15, , 8
2016/10/13, 13, 14, , 8
2016/10/14, 12, 13, , 
2016/10/15, 12, 12, , 8
2016/10/16, 11, 10, 1, 8
2016/10/17, 11, 10, , 8
2016/10/18, 11, 12, , 8
2016/10/19, 13, 12, , 8
2016/10/20, 15, 12, , 9
2016/10/21, 13, 11, , 3
2016/10/22, 9, 15, , 3
2016/10/23, 13, 16, , 
2016/10/24, 14, 14, , 3
2016/10/25, 16, 10, , 3
2016/10/26, 12, 10, , 3
2016/10/27, 12, 18, , 3
2016/10/28, 17, 16, , 3
2016/10/29, 18, 10, , 3
2016/10/30, 12, 13, , 3
2016/10/31, 10, 20, , 3
2016/11/1, 14, 16, , 3
2016/11/2, 12, 14, , 3
2016/11/3, 13, 13, , 3
2016/11/4, 10, 11, , 3
2016/11/5, 10, 14, , 3
2016/11/6, 12, 14, , 3
2016/11/7, 12, 14, , 4
2016/11/8, 13, 16, , 4
2016/11/9, 16, 16, , 4
2016/11/10, 14, 15, , 4
2016/11/11, 13, 15, , 4
2016/11/12, 12, 18, , 4
2016/11/13, 27, 8, , 4
2016/11/14, 16, 15, , 3
2016/11/15, 14, 17, , 3
2016/11/16, 16, 19, , 4
2016/11/17, 24, 19, , 10
2016/11/18, 18, 11, , 4
2016/11/19, 10, 8, , 4
2016/11/20, 8, 17, , 4
2016/11/21, 20, 12, , 4
2016/11/22, 13, 22, , 4
2016/11/23, 24, 15, , 4
2016/11/24, 17, 14, , 4
2016/11/25, 12, 22, , 4
2016/11/26, 23, 23, , 
2016/11/27, 21, , , 
2016/11/29, 36, 19, , 4
2016/11/30, 19, 15, , 3
2016/12/1, 24, 16, , 3
2016/12/2, 28, 18, , 4
2016/12/3, 21, 15, , 5
2016/12/4, 24, 12, , 5
2016/12/5, 20, 9, , 5
2016/12/6, 15, 12, , 5
2016/12/7, 18, 13, , 6
2016/12/8, 20, 15, , 6
2016/12/9, 34, 15, , 6
2016/12/10, 30, 11, , 5
2016/12/11, 13, 9, , 4
2016/12/12, 9, 11, , 6
2016/12/13, 12, 10, , 4
2016/12/14, 14, 15, , 4
2016/12/15, 24, 19, 1, 5
2016/12/16, 31, 19, , 5
2016/12/17, 25, 13, , 4
2016/12/18, 22, 15, , 4
2016/12/19, 23, 16, , 6
2016/12/20, 20, 15, , 4
2016/12/21, 27, 13, , 5
2016/12/22, 19, 13, , 5
2016/12/23, 22, 9, , 6
2016/12/24, 22, 16, , 4
2016/12/25, 15, , , 4
2016/12/26, 10, , , 4
2016/12/27, 18, , , 5
2016/12/28, 15, 13, , 5
2016/12/29, 14, 8, , 5
2016/12/30, 12, 8, , 5
2016/12/31, 13, 7, , 5
2017/1/1, 13, 7, , 5
2017/1/2, 13, 5, , 5
2016/7/2, 26, 22, , 
2016/7/3, 18, 13, , 
2016/7/4, 13, 12, , 6
2016/7/5, 8, 8, , 
2016/7/6, 10, 8, , 7
2016/7/7, 11, 9, , 
2016/7/8, 5, 10, , 
2016/7/9, 9, 12, , 
2016/7/10, 8, 10, , 
2016/7/11, 7, 6, , 8
2016/7/12, 5, 9, , 8
2016/7/13, 6, 6, , 8
2016/7/14, 9, 4, , 9
2016/7/15, 9, 6, , 9
2016/7/16, 5, 7, , 8
2016/7/17, 20, 8, , 8
2016/7/18, 12, 10, , 9
2016/7/19, 14, 11, , 9
2016/7/20, 20, 9, , 9
2016/7/21, 10, 9, , 8
2016/7/22, 9, 12, , 8
2016/7/23, 30, 9, , 8
2016/7/24, 15, 12, , 9
2016/7/25, 12, 13, , 9
2016/7/26, 11, 10, , 9
2016/7/27, 14, 18, , 9
2016/7/28, 19, 17, , 9
2016/7/29, 15, 14, , 9
2016/7/30, 14, 9, , 9
2016/7/31, 6, 4, , 10
2016/8/1, 11, 7, , 10
2016/8/2, 7, 7, , 8
2016/8/3, 9, 10, , 3
2016/8/4, 10, 10, , 3
2016/8/5, 15, 10, , 
2016/8/6, 13, 5, , 
2016/8/7, 8, 5, , 
2016/8/8, 29, 9, , 12
2016/8/9, 18, 8, , 3
2016/8/10, 11, 11, , 3
2016/8/11, 11, 9, , 3
2016/8/12, 8, 11, , 3
2016/8/13, 13, 11, , 3
2016/8/14, 14, 9, , 
2016/8/15, 7, 10, , 3
2016/8/16, 11, 9, , 4
2016/8/17, 11, 8, , 3
2016/8/18, 10, 6, , 4
2016/8/19, 7, 8, , 4
2016/8/20, 7, 8, , 4
2016/8/21, 6, 5, , 4
2016/8/22, 10, 5, , 5
2016/8/23, 8, 7, , 4
2016/8/24, 5, 13, , 5
2016/8/25, 16, 10, , 4
2016/8/26, 12, 10, , 4
2016/8/27, 10, 7, , 4
2016/8/28, 11, 8, , 4
2016/8/29, 12, 12, , 
2016/8/30, 9, 9, , 5
2016/8/31, 13, 14, , 5
2016/9/1, 12, 17, , 8
2016/9/2, 20, 15, , 5
2016/9/3, 13, 13, , 5
2016/9/4, 14, 13, , 5
2016/9/5, 13, 12, , 
2016/9/6, 13, 7, , 5
2016/9/7, 14, 9, , 5
2016/9/8, 7, 13, 8, 6
2016/9/9, 11, 9, , 5
2016/9/10, 9, 7, , 5
2016/9/11, 10, 7, , 5
2016/9/12, 12, 6, , 6
2016/9/14, 8, 8, , 6
2016/9/15, 19, 11, 3, 7
2016/9/16, 15, 10, , 6
2016/9/17, 11, 10, , 6
2016/9/18, 8, 13, , 6
2016/9/19, 11, 11, , 6
2016/9/20, 9, 9, , 6
2016/9/21, 9, 8, , 6
2016/9/22, 9, 7, 8, 6
2016/9/23, 10, 10, , 6
2016/9/24, 12, 10, , 6
2016/9/25, 9, 8, , 6
2016/9/26, 8, 8, , 6
2016/9/27, 10, 14, , 6
2016/9/28, 10, 10, , 6
2016/9/29, 8, 9, 9, 7
2016/9/30, 14, 9, , 6
2016/10/1, 11, 9, , 7
2016/4/2, 34, 17, , 7
2016/4/3, 29, 12, , 7
2016/4/4, 18, 12, 1, 7
2016/4/5, 17, 14, , 4
2016/4/6, 19, 22, , 3
2016/4/7, 53, 17, , 3
2016/4/8, 20, 15, , 4
2016/4/9, 16, 10, , 4
2016/4/10, 10, 11, , 
2016/4/11, 11, 11, , 3
2016/4/12, 9, 15, , 4
2016/4/13, 9, 14, , 3
2016/4/14, 9, 14, , 3
2016/4/15, 11, 11, , 3
2016/4/16, 8, 9, , 3
2016/4/17, 5, 6, , 3
2016/4/18, 5, 14, , 3
2016/4/19, 45, 15, , 4
2016/4/20, 10, 11, , 4
2016/4/21, 9, 9, , 3
2016/4/22, 8, 13, , 3
2016/4/23, 16, 14, , 
2016/4/24, 11, 14, , 
2016/4/25, 10, 17, , 4
2016/4/26, 11, 14, , 
2016/4/27, 16, 11, , 4
2016/4/28, 13, 14, , 3
2016/4/29, 14, 17, , 4
2016/4/30, 16, 14, , 
2016/5/1, 19, , , 
2016/5/3, 14, 10, , 4
2016/5/4, 9, 7, , 4
2016/5/5, 6, 15, , 5
2016/5/6, 10, 17, , 4
2016/5/7, 12, 9, , 4
2016/5/8, 11, 13, , 
2016/5/9, 20, 10, , 4
2016/5/10, 16, 9, , 4
2016/5/11, 10, 16, , 4
2016/5/12, 13, 12, , 4
2016/5/13, 15, 9, , 4
2016/5/14, 6, 9, , 5
2016/5/15, 9, 9, , 5
2016/5/16, 14, 14, , 4
2016/5/17, 7, 14, , 4
2016/5/18, 10, 9, , 5
2016/5/19, 7, 13, , 4
2016/5/20, 5, 13, , 
2016/5/21, 13, 14, , 
2016/5/22, 16, 14, , 
2016/5/23, 13, 14, , 5
2016/5/24, 9, 13, , 6
2016/5/25, 10, 9, , 5
2016/5/26, 7, 11, , 5
2016/5/27, 10, 15, , 6
2016/5/28, 12, 12, , 5
2016/5/29, 6, 13, , 5
2016/5/30, 7, 10, , 5
2016/5/31, 7, 8, , 5
2016/6/1, 7, 11, , 5
2016/6/2, 11, 11, , 5
2016/6/3, 7, 10, , 6
2016/6/4, 8, 10, , 6
2016/6/5, 5, 6, , 6
2016/6/6, 5, 9, , 6
2016/6/7, 7, 15, , 
2016/6/8, 13, 14, , 5
2016/6/9, 11, 9, , 6
2016/6/10, 11, 12, , 
2016/6/11, 8, 10, , 
2016/6/12, 6, 10, , 6
2016/6/13, 10, 14, , 5
2016/6/14, 14, 12, , 6
2016/6/15, 12, 12, , 6
2016/6/16, 11, 13, , 6
2016/6/17, 9, 10, , 6
2016/6/18, 9, 9, , 
2016/6/19, 7, 8, , 
2016/6/20, 8, 6, , 6
2016/6/21, 7, 7, , 6
2016/6/23, 9, 8, , 6
2016/6/24, 8, 8, , 6
2016/6/25, 6, 10, , 6
2016/6/26, 8, 10, , 6
2016/6/27, 8, 9, , 7
2016/6/28, 11, 42, , 6
2016/6/29, 30, 11, , 7
2016/6/30, 9, 13, , 6
2016/7/1, 9, 26, , 
2016/1/5, 11, 9, , 5
2016/1/6, 13, 14, , 6
2016/1/7, 15, 16, , 7
2016/1/8, 30, 14, , 7
2016/1/9, 28, 14, , 6
2016/1/10, 28, 12, , 6
2016/1/11, 17, 14, , 7
2016/1/12, 22, 16, , 7
2016/1/13, 35, 19, , 8
2016/1/14, 46, 18, , 7
2016/1/15, 49, 17, 1, 8
2016/1/16, 33, 17, , 7
2016/1/17, 19, 16, , 7
2016/1/18, 14, 15, , 6
2016/1/19, 14, 15, , 8
2016/1/20, 21, 12, , 7
2016/1/21, 16, 11, , 8
2016/1/22, 11, 11, , 8
2016/1/23, 12, 11, , 8
2016/1/24, 11, 16, 1, 7
2016/1/25, 27, 16, , 8
2016/1/26, 20, 15, , 9
2016/1/27, 18, 19, 1, 8
2016/1/28, 39, 21, 1, 4
2016/1/29, 39, 23, 1, 5
2016/1/30, 43, 16, , 4
2016/1/31, 31, 8, , 3
2016/2/1, 10, 13, , 4
2016/2/2, 11, 9, , 4
2016/2/3, 19, 8, , 5
2016/2/4, 8, 11, , 6
2016/2/5, 13, 12, , 5
2016/2/6, 13, 10, , 4
2016/2/7, 8, 15, , 3
2016/2/8, 16, 17, , 4
2016/2/9, 16, 13, , 5
2016/2/10, 10, 15, , 5
2016/2/11, 13, 11, , 6
2016/2/12, 14, 12, , 5
2016/2/13, 12, 13, , 5
2016/2/17, 14, 17, , 4
2016/2/18, 22, 13, , 
2016/2/19, 22, 6, , 5
2016/2/20, 9, 7, , 5
2016/2/21, 12, 13, , 
2016/2/22, 17, 23, , 5
2016/2/23, 30, 15, , 6
2016/2/24, 25, 12, , 6
2016/2/25, 18, 12, , 5
2016/2/26, 18, 14, , 6
2016/2/27, 22, 14, , 5
2016/2/28, 27, 14, 1, 5
2016/2/29, 42, 12, , 6
2016/3/1, 28, 23, , 5
2016/3/2, 27, 23, , 5
2016/3/3, 34, 22, , 6
2016/3/4, 40, 19, 2, 6
2016/3/5, 45, 11, , 6
2016/3/6, 27, 15, , 7
2016/3/7, 35, 18, , 7
2016/3/8, 42, 17, , 6
2016/3/9, 28, 23, , 5
2016/3/10, 36, 23, , 6
2016/3/11, 38, 25, , 5
2016/3/12, 41, 21, , 
2016/3/13, 39, 15, , 
2016/3/14, 31, 13, , 7
2016/3/15, 28, 12, , 7
2016/3/16, 23, 18, , 6
2016/3/17, 20, 11, , 6
2016/3/18, 14, 11, , 6
2016/3/19, 11, 9, , 6
2016/3/20, 11, 10, , 7
2016/3/21, 14, 11, , 7
2016/3/22, 9, 17, , 7
2016/3/23, 17, 17, , 7
2016/3/24, 21, 19, , 7
2016/3/25, 35, 17, , 7
2016/3/26, 26, 11, , 7
2016/3/27, 13, 6, , 7
2016/3/28, 11, 10, , 7
2016/3/29, 8, 21, 2, 8
2016/3/30, 20, 30, , 8
2016/3/31, 35, 25, , 8
2016/4/1, 25, 22, , 9
2015/10/2, 18, 8, , 6
2015/10/3, 22, 8, , 6
2015/10/4, 23, 6, , 
2015/10/5, 14, 4, , 6
2015/10/6, 13, 7, , 6
2015/10/7, 14, 9, , 
2015/10/8, 23, 5, , 7
2015/10/9, 18, 8, , 8
2015/10/10, 27, 10, 1, 7
2015/10/11, 47, 4, , 7
2015/10/12, 26, 3, , 8
2015/10/13, 16, 3, , 7
2015/10/14, 13, 2, , 7
2015/10/15, 13, 3, , 7
2015/10/16, 14, 2, , 7
2015/10/17, 18, 2, , 7
2015/10/18, 22, 4, , 7
2015/10/19, 13, 4, , 7
2015/10/20, 13, 5, , 7
2015/10/21, 17, 5, , 8
2015/10/22, 21, 4, , 8
2015/10/23, 16, 5, , 8
2015/10/24, 15, 5, , 7
2015/10/25, 17, 3, 1, 8
2015/10/26, 18, 5, , 8
2015/10/27, 15, , , 8
2015/10/28, 26, , , 7
2015/10/29, 31, 10, , 9
2015/10/30, 30, 12, , 9
2015/10/31, 28, 8, , 9
2015/11/1, 20, 9, , 8
2015/11/2, 23, 19, , 9
2015/11/3, 32, 17, , 8
2015/11/4, 21, 14, , 8
2015/11/5, 23, 14, , 9
2015/11/6, 21, 18, , 8
2015/11/10, 24, 20, , 9
2015/11/11, 29, 18, , 9
2015/11/12, 28, 19, , 6
2015/11/13, 27, 14, , 3
2015/11/14, 21, 22, , 
2015/11/15, 25, 21, , 3
2015/11/16, 33, 23, , 3
2015/11/17, 27, 13, , 4
2015/11/18, 24, 14, , 4
2015/11/19, 27, 12, , 5
2015/11/20, 17, 7, , 5
2015/11/21, 12, 15, , 4
2015/11/22, 17, 6, , 4
2015/11/23, 10, 5, , 4
2015/11/24, 13, 7, , 4
2015/11/25, 15, 8, , 
2015/11/26, 16, 9, , 
2015/11/27, 9, 12, , 
2015/11/28, 15, 14, , 
2015/11/29, 17, 17, , 
2015/11/30, 21, 17, , 4
2015/12/1, 20, 16, , 4
2015/12/2, 19, 14, , 4
2015/12/3, 17, 13, , 4
2015/12/4, 13, 13, , 4
2015/12/5, 15, 11, , 4
2015/12/6, 13, 11, , 4
2015/12/7, 13, 16, 2, 5
2015/12/8, 24, 9, , 5
