date, pm25, o3
2019/10/5, 165, 19
2019/10/7, 132, 11
2019/10/8, 85, 17
2019/10/9, 84, 18
2019/10/10, 99, 15
2019/10/11, 144, 11
2019/10/12, 145, 26
2019/10/13, 144, 22
2019/10/14, 100, 16
2019/10/15, 100, 12
2019/10/16, 95, 19
2019/11/6, 71, 24
2019/11/7, 110, 23
2019/11/8, 87, 25
2019/11/9, 72, 16
2019/11/10, 83, 12
2019/11/11, 60, 19
2019/11/12, 44, 21
2019/11/13, 56, 21
2019/11/14, 64, 22
2019/11/15, 60, 22
2019/11/16, 72, 21
2019/11/17, 80, 22
2019/11/18, 60, 23
2019/11/19, 55, 15
2019/11/20, 66, 14
2019/11/21, 44, 19
2019/11/22, 61, 20
2019/11/23, 67, 23
2019/11/24, 59, 24
2019/11/25, 60, 22
2019/11/26, 56, 21
2019/11/27, 57, 23
2019/11/28, 64, 22
2019/11/29, 61, 24
2019/11/30, 61, 19
2019/12/1, 101, 21
2019/12/2, 136, 24
2019/12/3, 84, 22
2019/12/4, 71, 27
2019/12/5, 90, 19
2019/12/6, 99, 21
2019/12/7, 75, 16
2019/12/8, 65, 17
2019/12/9, 68, 15
2019/12/10, 63, 10
2019/12/11, 67, 14
2019/12/12, 57, 16
2019/12/13, 65, 19
2019/12/14, 68, 19
2019/12/15, 82, 12
2019/12/16, 81, 14
2019/12/17, 84, 13
2019/12/18, 85, 14
2019/12/19, 80, 20
2019/12/20, 60, 17
2019/12/21, 57, 19
2019/12/22, 50, 16
2019/12/27, 49, 22
2019/12/28, 63, 19
2019/12/29, 86, 18
2019/12/30, 94, 
2019/7/2, 145, 
2019/7/3, 120, 
2019/7/4, 123, 
2019/7/5, 132, 
2019/7/6, 131, 
2019/7/7, 125, 
2019/7/8, 115, 
2019/7/9, 142, 
2019/7/10, 144, 
2019/7/11, 86, 
2019/7/12, 100, 
2019/7/13, 134, 
2019/7/14, 152, 
2019/7/15, 159, 
2019/7/16, 125, 
2019/7/17, 99, 
2019/7/18, 146, 
2019/7/19, 144, 
2019/7/20, 135, 
2019/7/21, 139, 
2019/7/22, 141, 
2019/7/23, 152, 
2019/7/24, 148, 
2019/7/25, 118, 
2019/7/26, 138, 
2019/7/27, 148, 
2019/7/28, 173, 
2019/7/29, 174, 
2019/7/30, 163, 18
2019/7/31, 160, 15
2019/8/1, 158, 20
2019/8/2, 155, 27
2019/8/3, 152, 33
2019/8/4, 149, 31
2019/8/5, 162, 30
2019/8/6, 132, 37
2019/8/7, 112, 41
2019/8/8, 133, 34
2019/8/9, 149, 23
2019/8/10, 169, 26
2019/8/11, 165, 34
2019/8/12, 154, 35
2019/8/13, 143, 25
2019/8/14, 158, 20
2019/8/15, 160, 20
2019/8/16, 159, 15
2019/8/17, 165, 23
2019/8/18, 166, 22
2019/8/19, 153, 22
2019/8/20, 147, 14
2019/8/21, 148, 32
2019/8/22, 165, 25
2019/8/23, 160, 27
2019/8/24, 128, 20
2019/8/25, 135, 20
2019/8/26, 140, 22
2019/8/27, 136, 24
2019/8/28, 149, 20
2019/8/29, 128, 22
2019/8/30, 116, 28
2019/8/31, 131, 27
2019/9/1, 144, 28
2019/9/2, 156, 29
2019/9/3, 152, 32
2019/9/4, 137, 33
2019/9/5, 139, 33
2019/9/6, 142, 34
2019/9/7, 127, 21
2019/9/8, 151, 20
2019/9/9, 144, 28
2019/9/10, 93, 19
2019/9/11, 109, 22
2019/9/12, 130, 21
2019/9/13, 136, 19
2019/9/14, 164, 24
2019/9/15, 135, 31
2019/9/16, 124, 14
2019/9/17, 128, 31
2019/9/18, 142, 25
2019/9/19, 145, 21
2019/9/20, 141, 33
2019/9/21, 117, 26
2019/9/22, 133, 51
2019/9/23, 159, 27
2019/9/24, 165, 17
2019/9/25, 149, 19
2019/9/26, 111, 13
2019/9/27, 106, 23
2019/9/28, 101, 21
2019/9/30, 158, 25
2019/10/1, 151, 22
2019/4/2, 120, 11
2019/4/3, 144, 6
2019/4/4, 119, 13
2019/4/5, 105, 
2019/4/6, 106, 
2019/4/10, 112, 12
2019/4/11, 79, 10
2019/4/12, 99, 17
2019/4/13, 94, 12
2019/4/14, 99, 23
2019/4/15, 73, 29
2019/4/16, 104, 30
2019/4/17, 111, 29
2019/4/18, 102, 21
2019/4/19, 130, 24
2019/4/20, 135, 18
2019/4/21, 115, 15
2019/4/22, 116, 11
2019/4/23, 129, 22
2019/5/3, 133, 20
2019/5/4, 127, 23
2019/5/5, 131, 17
2019/5/6, 152, 25
2019/5/7, 155, 22
2019/5/8, 136, 28
2019/5/9, 108, 34
2019/5/10, 129, 33
2019/5/11, 154, 20
2019/5/12, 137, 11
2019/5/13, 132, 
2019/5/17, 139, 24
2019/5/18, 116, 23
2019/5/19, 124, 16
2019/5/20, 108, 17
2019/5/21, 121, 13
2019/5/22, 149, 22
2019/5/23, 151, 27
2019/5/24, 138, 34
2019/5/25, 141, 30
2019/5/26, 147, 31
2019/5/27, 137, 19
2019/5/28, 136, 25
2019/5/29, 139, 23
2019/5/30, 141, 32
2019/5/31, 159, 35
2019/6/1, 159, 18
2019/6/2, 132, 
2019/6/3, 114, 
2019/6/4, 140, 
2019/6/5, 131, 
2019/6/6, 113, 
2019/6/7, 114, 
2019/6/15, 134, 
2019/6/16, 135, 
2019/6/17, 146, 
2019/6/18, 130, 
2019/6/19, 160, 
2019/6/20, 119, 
2019/6/21, 119, 
2019/6/22, 143, 
2019/6/23, 148, 
2019/6/24, 148, 
2019/6/25, 138, 
2019/6/26, 137, 
2019/6/27, 159, 
2019/6/28, 167, 
2019/6/29, 158, 
2019/6/30, 144, 
2019/7/1, 157, 
2019/3/3, 91, 20
2019/3/4, 62, 22
2019/3/5, 67, 21
2019/3/6, 73, 24
2019/3/7, 99, 21
2019/3/8, 102, 23
2019/3/9, 72, 21
2019/3/10, 82, 22
2019/3/11, 72, 22
2019/3/12, 79, 26
2019/3/13, 86, 25
2019/3/14, 94, 27
2019/3/15, 115, 15
2019/3/16, 90, 18
2019/3/17, 89, 10
2019/3/18, 107, 19
2019/3/19, 130, 22
2019/3/20, 98, 21
2019/3/21, 72, 24
2019/3/22, 92, 13
2019/3/23, 104, 12
2019/3/24, 127, 9
2019/3/25, 110, 9
2019/3/26, 144, 9
2019/3/27, 135, 7
2019/3/28, 98, 10
2019/3/29, 84, 20
2019/3/30, 116, 14
2019/3/31, 121, 10
2019/4/1, 110, 13
2018/10/2, 160, 
2018/10/3, 136, 
2018/10/4, 122, 1
2018/10/5, 146, 1
2018/10/6, 153, 
2018/10/7, 162, 
2018/10/8, 128, 
2018/10/9, 102, 1
2018/10/10, 142, 
2018/10/11, 123, 
2018/10/12, 138, 
2018/10/13, 92, 
2018/10/14, 85, 
2018/10/15, 82, 
2018/10/16, 84, 
2018/10/17, 118, 
2018/10/18, 117, 
2018/10/19, 97, 
2018/10/20, 94, 
2018/10/21, 93, 
2018/10/22, 116, 1
2018/10/23, 96, 
2018/10/24, 86, 
2018/10/25, 88, 
2018/10/26, 108, 
2018/10/27, 126, 
2018/10/28, 111, 
2018/10/29, 112, 
2018/10/30, 85, 
2018/10/31, 80, 
2018/11/1, 96, 1
2018/11/2, 98, 
2018/11/3, 106, 
2018/11/4, 100, 
2018/11/5, 71, 
2018/11/6, 94, 
2018/11/7, 145, 
2018/11/8, 106, 
2018/11/9, 23, 
2018/11/10, 17, 
2018/11/11, 16, 
2018/11/12, 18, 
2018/11/13, 14, 
2018/11/16, 102, 
2018/11/17, 90, 
2018/11/18, 102, 
2018/11/19, 88, 
2018/11/20, 85, 8
2018/11/21, 79, 16
2018/11/22, 68, 
2018/11/23, 86, 
2018/11/24, 98, 
2018/11/25, 87, 
2018/11/26, 88, 11
2018/11/27, 50, 18
2018/11/28, 62, 19
2018/11/29, 77, 21
2018/11/30, 110, 14
2018/12/1, 82, 12
2018/12/2, 83, 19
2018/12/3, 99, 15
2018/12/4, 106, 20
2018/12/5, 130, 13
2018/12/6, 99, 15
2018/12/7, 109, 17
2018/12/8, 130, 16
2018/12/9, 98, 15
2018/12/10, 66, 16
2018/12/11, 73, 15
2018/12/12, 68, 17
2018/12/13, 71, 10
2018/12/14, 90, 
2018/7/2, 153, 
2018/7/3, 166, 
2018/7/4, 176, 
2018/7/5, 165, 
2018/7/6, 162, 
2018/7/7, 167, 
2018/7/8, 171, 
2018/7/9, 173, 
2018/7/10, 180, 
2018/7/11, 178, 
2018/7/12, 172, 
2018/7/13, 169, 
2018/7/14, 163, 
2018/7/15, 161, 
2018/7/16, 156, 
2018/7/17, 130, 
2018/7/18, 119, 
2018/7/19, 142, 
2018/7/20, 165, 
2018/7/24, 121, 
2018/7/25, 108, 
2018/7/26, 114, 
2018/7/27, 147, 
2018/7/28, 133, 
2018/7/29, 130, 
2018/7/30, 201, 
2018/7/31, 307, 
2018/8/1, 284, 
2018/8/2, 162, 
2018/8/3, 136, 
2018/8/4, 102, 
2018/8/5, 120, 
2018/8/6, 143, 
2018/8/7, 151, 
2018/8/8, 139, 
2018/8/9, 136, 
2018/8/10, 186, 
2018/8/11, 154, 
2018/8/12, 154, 
2018/8/13, 158, 
2018/8/14, 149, 
2018/8/15, 142, 
2018/8/16, 155, 
2018/8/17, 156, 
2018/8/18, 157, 
2018/8/19, 166, 
2018/8/20, 156, 
2018/8/21, 152, 
2018/8/22, 141, 
2018/8/23, 150, 
2018/8/24, 156, 
2018/8/25, 139, 
2018/8/26, 134, 
2018/8/27, 128, 
2018/8/28, 124, 
2018/8/29, 133, 
2018/8/30, 121, 1
2018/8/31, 144, 
2018/9/1, 130, 
2018/9/2, 152, 
2018/9/3, 150, 
2018/9/4, 139, 1
2018/9/5, 161, 
2018/9/6, 138, 
2018/9/7, 136, 
2018/9/8, 130, 
2018/9/9, 137, 
2018/9/10, 154, 
2018/9/11, 133, 
2018/9/12, 123, 
2018/9/13, 116, 
2018/9/14, 150, 
2018/9/15, 157, 
2018/9/16, 150, 
2018/9/17, 120, 
2018/9/18, 124, 1
2018/9/19, 116, 1
2018/9/20, 139, 1
2018/9/21, 132, 
2018/9/22, 145, 1
2018/9/23, 143, 1
2018/9/24, 130, 
2018/9/25, 125, 
2018/9/26, 153, 
2018/9/27, 122, 1
2018/9/28, 134, 
2018/9/29, 116, 1
2018/9/30, 125, 
2018/10/1, 126, 
2018/4/2, 135, 
2018/4/3, 91, 
2018/4/4, 90, 
2018/4/5, 122, 
2018/4/6, 146, 
2018/4/7, 157, 
2018/4/8, 151, 
2018/4/9, 109, 
2018/4/10, 155, 
2018/4/11, 159, 
2018/4/12, 145, 
2018/4/13, 116, 
2018/4/14, 135, 
2018/4/15, 125, 
2018/4/16, 112, 
2018/4/17, 88, 
2018/4/18, 151, 
2018/4/19, 115, 
2018/4/20, 88, 
2018/4/21, 97, 
2018/4/22, 117, 
2018/4/23, 139, 
2018/4/24, 138, 
2018/4/25, 134, 
2018/4/26, 142, 
2018/4/27, 153, 
2018/4/28, 157, 
2018/4/29, 156, 
2018/4/30, 132, 
2018/5/1, 123, 
2018/5/2, 116, 
2018/5/3, 99, 
2018/5/4, 109, 
2018/5/5, 115, 
2018/5/6, 152, 
2018/5/7, 128, 
2018/5/8, 136, 
2018/5/9, 155, 
2018/5/10, 163, 
2018/5/11, 185, 
2018/5/12, 140, 
2018/5/13, 142, 
2018/5/14, 273, 
2018/5/15, 150, 
2018/5/16, 140, 
2018/5/17, 87, 
2018/5/18, 76, 
2018/5/19, 99, 
2018/5/20, 111, 
2018/5/21, 125, 
2018/5/22, 132, 
2018/5/23, 130, 
2018/5/24, 137, 
2018/5/25, 138, 
2018/5/26, 137, 
2018/5/27, 104, 
2018/5/28, 118, 
2018/5/29, 137, 
2018/5/30, 154, 
2018/5/31, 161, 
2018/6/1, 171, 
2018/6/2, 172, 
2018/6/3, 171, 
2018/6/4, 176, 
2018/6/5, 161, 
2018/6/6, 157, 
2018/6/7, 137, 
2018/6/8, 140, 
2018/6/9, 173, 
2018/6/10, 157, 
2018/6/11, 125, 
2018/6/12, 102, 
2018/6/13, 119, 
2018/6/14, 121, 
2018/6/15, 119, 
2018/6/16, 115, 
2018/6/17, 89, 
2018/6/19, 128, 
2018/6/20, 149, 
2018/6/21, 161, 
2018/6/22, 170, 
2018/6/23, 126, 
2018/6/24, 115, 
2018/6/25, 155, 
2018/6/26, 156, 
2018/6/27, 159, 
2018/6/28, 164, 
2018/6/29, 166, 
2018/6/30, 165, 
2018/7/1, 167, 
2018/1/25, 167, 
2018/1/26, 169, 
2018/1/27, 164, 
2018/1/28, 164, 
2018/1/29, 138, 
2018/1/30, 67, 
2018/1/31, 76, 
2018/2/1, 63, 
2018/2/2, 80, 
2018/2/3, 92, 
2018/2/4, 97, 
2018/2/5, 103, 
2018/2/6, 111, 
2018/2/7, 115, 
2018/2/8, 143, 
2018/2/9, 158, 
2018/2/10, 150, 
2018/2/11, 143, 
2018/2/12, 142, 
2018/2/13, 149, 
2018/2/14, 146, 
2018/2/15, 130, 
2018/2/16, 116, 
2018/2/17, 125, 
2018/2/18, 154, 
2018/2/19, 157, 
2018/2/20, 142, 
2018/2/21, 144, 
2018/2/22, 157, 
2018/2/23, 147, 
2018/2/24, 118, 
2018/2/25, 116, 
2018/2/26, 74, 
2018/2/27, 64, 
2018/2/28, 81, 
2018/3/1, 96, 
2018/3/2, 99, 
2018/3/3, 87, 
2018/3/4, 83, 
2018/3/5, 103, 
2018/3/6, 121, 
2018/3/7, 136, 
2018/3/8, 156, 
2018/3/9, 152, 
2018/3/10, 149, 
2018/3/11, 155, 
2018/3/12, 163, 
2018/3/13, 137, 
2018/3/14, 121, 
2018/3/15, 81, 
2018/3/16, 103, 
2018/3/17, 132, 
2018/3/18, 136, 
2018/3/19, 132, 
2018/3/20, 76, 
2018/3/21, 101, 
2018/3/22, 115, 
2018/3/23, 108, 
2018/3/24, 154, 
2018/3/25, 128, 
2018/3/26, 109, 
2018/3/27, 103, 
2018/3/28, 122, 
2018/3/29, 151, 
2018/3/30, 164, 
2018/3/31, 152, 
2018/4/1, 150, 
2023/1/4, , 17
2023/1/5, , 14
2023/1/6, , 14
2023/1/7, , 8
2023/1/8, , 17
2023/2/28, , 11
2023/3/15, , 15
2023/3/20, , 18
2022/11/1, , 18
2022/12/1, , 14
2022/4/5, , 31
2022/4/7, , 26
2022/4/8, , 21
2022/4/9, , 24
2022/4/10, , 13
2022/4/11, , 19
2022/4/12, , 21
2022/4/13, , 12
2022/4/14, , 17
2022/4/15, , 18
2022/4/16, , 13
2022/4/17, , 20
2022/4/18, , 25
2022/4/19, , 25
2022/4/20, , 32
2022/6/9, , 30
2021/2/1, , 5
2020/11/9, , 7
2020/12/27, , 5
2020/5/31, , 22
2020/6/5, , 18
2020/6/6, , 14
2020/6/7, , 15
2020/1/1, , 22
2019/10/6, , 16
2019/10/17, , 21
2019/10/18, , 27
2019/10/19, , 27
2019/10/20, , 23
2019/10/21, , 27
2019/10/22, , 30
2019/10/23, , 22
2019/10/24, , 21
2019/10/25, , 30
2019/10/26, , 32
2019/10/27, , 16
2019/10/28, , 18
2019/10/29, , 19
2019/10/30, , 22
2019/10/31, , 25
2019/11/1, , 23
2019/11/2, , 25
2019/11/3, , 20
2019/11/4, , 25
2019/11/5, , 19
2019/12/23, , 19
2019/12/24, , 21
2019/12/25, , 15
2019/12/26, , 19
2019/9/29, , 26
2019/4/9, , 10
2019/4/24, , 22
2019/4/25, , 21
2019/4/26, , 22
2019/4/27, , 24
2019/5/1, , 22
2019/5/2, , 22
2019/5/16, , 31
2019/3/2, , 18
2018/1/24, , 1
