date, pm25, pm10, o3, so2, co
2015/9/6, , , 39, 5, 5
2015/9/7, , , 37, 2, 5
2015/9/8, , , 42, 2, 6
2015/9/13, , , 31, 2, 5
2015/9/14, , , 35, 2, 5
2015/9/15, , , 40, 2, 2
2015/9/16, , , 35, 2, 2
2015/9/17, , , 36, 2, 2
2015/9/18, , , 38, 3, 2
2015/9/19, , , 39, 2, 3
2015/9/20, , , 30, 1, 2
2015/9/21, , , 33, 2, 2
2015/9/22, , , 41, 2, 2
2015/9/23, , , 34, 1, 2
2015/9/24, , , 33, , 2
2015/9/25, , , 43, , 2
2015/9/26, , , 45, 2, 3
2015/9/27, , , 27, , 2
2015/9/28, , , 18, , 1
2015/9/29, , , 14, , 2
2015/9/30, , , 27, , 1
2015/10/1, , , 36, , 1
2015/4/12, , , 26, 2, 2
2015/4/16, , , 22, 1, 3
2015/4/17, , , 30, , 3
2015/4/18, , , 15, 1, 3
2015/4/19, , , 37, , 3
2015/4/20, , , 36, , 3
2015/4/21, , , 41, , 4
2015/4/22, , , 43, , 4
2015/4/23, , , 19, 1, 4
2015/4/24, , , 22, 1, 3
2015/4/25, , , 20, , 3
2015/4/26, , , 33, , 3
2015/4/27, , , 25, , 3
2015/4/28, , , 25, , 3
2015/4/29, , , 39, , 3
2015/4/30, , , 53, , 4
2015/5/1, , , 47, 1, 4
2015/5/2, , , 60, 1, 5
2015/5/3, , , 47, , 5
2015/5/4, , , 41, 2, 4
2015/5/5, , , 42, 1, 4
2015/1/15, , , 14, , 3
2015/1/26, , , 13, , 3
2017/9/28, , , , , 2
2017/5/22, , , , , 2
2017/1/2, , , , , 1
2017/2/27, , , , , 1
2017/2/28, , , , , 1
2017/3/1, , , , , 1
